event_num,duration,duration(s),ft_change,ut_change,tank_change,flowmeter,flowmeter-tank,num_max_feces,num_max_urine,urine_first,slope_ratio
1.0,0 days 00:02:35,155.0,6.664000000000001,0.67,7.3340000000000005,10.83967,3.5056699999999994,1.0,2.0,0.0, 5.388059701492539
2.0,0 days 00:02:03,123.0,1.5890000000000004,0.37,1.9590000000000005,3.972903333333333,2.0139033333333325,1.0,1.0,0.0, 5.417543859649116
3.0,0 days 00:01:58,118.0,0.33000000000000185,0.010000000000000009,0.34000000000000186,4.926393333333333,4.586393333333332,1.0,0.0,0.0,
4.0,0 days 00:01:22,82.0,0.15000000000000036,0.020000000000000018,0.17000000000000037,3.6267233333333335,3.456723333333333,0.0,0.0,0.0,
5.0,0 days 00:01:42,102.0,2.7699999999999996,0.26000000000000023,3.03,1.3825333333333334,-1.6474666666666664,1.0,1.0,1.0, 11.302904564315348
6.0,0 days 00:01:40,100.0,2.199,0.2200000000000002,2.419,3.1699366666666666,0.7509366666666666,1.0,1.0,0.0, 10.06190476190477
7.0,0 days 00:01:49,109.0,0.6019999999999985,0.06999999999999984,0.6719999999999984,0.5386933333333334,-0.13330666666666502,0.0,0.0,0.0,
8.0,0 days 00:04:34,274.0,8.431,1.2500000000000002,9.681,11.147730000000001,1.4667300000000019,3.0,3.0,0.0, 5.687499999999944 8.32207207207207 5.324915824915817
9.0,0 days 00:02:17,137.0,4.492000000000001,0.6200000000000001,5.112000000000001,6.498716666666667,1.3867166666666657,1.0,2.0,0.0, 7.143548387096766
10.0,0 days 00:02:50,170.0,7.719999999999995,0.7399999999999998,8.459999999999996,9.645646666666668,1.1856466666666723,1.0,1.0,1.0, 11.518987341772135
11.0,0 days 00:06:47,407.0,9.811000000000007,1.2400000000000002,11.051000000000007,25.283973333333336,14.232973333333328,5.0,5.0,0.0, 5.885036496350367 9.85792349726778 4.15936254980075 4.759615384615464 9.937499999999998
12.0,0 days 00:03:15,195.0,1.6899999999999906,0.08000000000000007,1.7699999999999907,5.649816666666666,3.8798166666666756,1.0,1.0,0.0, 19.985714285714323
13.0,0 days 00:02:35,155.0,4.481000000000002,0.54,5.021000000000002,9.429623333333334,4.408623333333332,2.0,1.0,0.0, 45.33333333333364
14.0,0 days 00:02:22,142.0,1.269999999999989,0.3099999999999996,1.5799999999999885,6.10932,4.529320000000012,1.0,2.0,1.0, 6.619047619047631
15.0,0 days 00:03:25,205.0,3.0,0.3000000000000007,3.3000000000000007,0.0,-3.3000000000000007,1.0,1.0,0.0, 11.182203389830532
16.0,0 days 00:02:49,169.0,3.930000000000007,0.4900000000000011,4.420000000000008,8.608333333333334,4.188333333333326,1.0,1.0,1.0, 7.257995735607664
17.0,0 days 00:02:15,135.0,0.9100000000000037,0.39999999999999947,1.3100000000000032,2.4104433333333337,1.1004433333333306,0.0,1.0,0.0,
18.0,0 days 00:02:29,149.0,4.060000000000002,0.4899999999999993,4.550000000000002,5.409513333333333,0.8595133333333314,1.0,1.0,0.0, 8.147368421052677
19.0,0 days 00:02:58,178.0,1.8960000000000008,0.14000000000000057,2.0360000000000014,4.334223333333333,2.2982233333333317,1.0,1.0,0.0, 12.984615384615504
20.0,0 days 00:01:40,100.0,0.12000000000000455,0.009999999999999787,0.13000000000000433,1.14494,1.0149399999999957,0.0,0.0,0.0,
21.0,0 days 00:05:18,318.0,4.960000000000008,0.4599999999999973,5.420000000000005,5.6120399999999995,0.19203999999999422,1.0,3.0,1.0, 1.3441558441558652
22.0,0 days 00:03:07,187.0,7.160000000000011,0.9689999999999994,8.12900000000001,10.946480000000001,2.817479999999991,1.0,1.0,0.0, 12.27225130890051
23.0,0 days 00:03:02,182.0,10.64800000000001,0.5699999999999985,11.218000000000009,10.833846666666668,-0.3841533333333409,2.0,4.0,1.0, 10.546534653465345 9.910204081632674
24.0,0 days 00:13:54,834.0,32.07199999999999,4.91,36.981999999999985,62.44753,25.465530000000015,8.0,13.0,0.0, 0.8506666666666737 0.3844617092119931 1.0627256317689482 1.3414519906323235 0.6531012503064445 0.4524064171123014 0.4953095684803011 0.08125399872041099
25.0,0 days 00:02:49,169.0,4.90000000000002,0.4599999999999991,5.360000000000019,3.724336666666667,-1.6356633333333521,2.0,2.0,1.0, 10.079999999999856 7.1243781094525955
