event_num,duration,duration(s),ft_change,ut_change,tank_change,flowmeter,flowmeter-tank,num_max_feces,num_max_urine,urine_first,slope_ratio
1.0,0 days 00:02:42,162.0,3.0300000000000002,0.33999999999999997,3.37,5.2305,1.8605,1.0,2.0,1.0, 7.602941176470589
2.0,0 days 00:02:05,125.0,0.43000000000000016,0.040000000000000036,0.4700000000000002,7.29646,6.826459999999999,0.0,1.0,0.0,
3.0,0 days 00:05:32,332.0,9.740000000000002,1.8699999999999999,11.610000000000001,17.83531,6.225309999999999,4.0,5.0,0.0, 9.06338028169015 0.510141987829613 3.1045891141942374 1.2914438502673802
4.0,0 days 00:05:45,345.0,4.359999999999999,1.7999999999999998,6.159999999999999,10.85803,4.69803,0.0,1.0,0.0,
5.0,0 days 00:05:42,342.0,11.510000000000005,1.4799999999999995,12.990000000000006,20.973913333333332,7.9839133333333265,3.0,5.0,1.0, 2.9675675675675706 3.402439024390242 2.0725190839694525
6.0,0 days 00:03:05,185.0,5.040000000000003,0.8099999999999996,5.850000000000002,10.83445,4.984449999999998,1.0,2.0,0.0, 5.05308641975309
7.0,0 days 00:04:32,272.0,10.220000000000006,1.9499999999999975,12.170000000000003,18.34619,6.1761899999999965,3.0,4.0,1.0, 3.2765273311897056 7.406203840472703 4.15534804753821
8.0,0 days 00:01:26,86.0,0.8400000000000034,0.11999999999999922,0.9600000000000026,3.867496666666667,2.907496666666664,1.0,0.0,1.0,
9.0,0 days 00:07:30,450.0,28.160000000000004,2.719999999999999,30.880000000000003,47.82775333333333,16.947753333333324,8.0,7.0,0.0, 12.091954022988537 10.08527131782946 30.58166189111746 28.715073529411757 46.70866141732261 29.461864406779814 29.985611510791937
10.0,0 days 00:06:05,365.0,9.540000000000006,1.2100000000000009,10.750000000000007,24.82275333333333,14.072753333333324,5.0,4.0,0.0, 11.924999999999908 5.458029197080265 19.054320987654215 26.419047619047518
11.0,0 days 00:04:44,284.0,1.039999999999992,0.15000000000000036,1.1899999999999924,5.574956666666667,4.384956666666675,1.0,1.0,0.0, 4.205128205128148
12.0,0 days 00:03:59,239.0,4.0,0.40000000000000036,4.4,9.85487,5.45487,0.0,1.0,1.0,
13.0,0 days 00:09:49,589.0,32.70000000000002,3.200000000000001,35.90000000000002,56.453353333333325,20.553353333333305,10.0,6.0,0.0, 31.825268817204197 10.117261709793638 43.43910256410229 153.2926829268313 41.20724346076464 154.57142857142892
14.0,0 days 00:06:55,415.0,6.340000000000003,0.8499999999999979,7.190000000000001,12.53014,5.340139999999998,4.0,3.0,0.0, 3.8275862068965614 5.900000000000479 11.933333333333723
15.0,0 days 00:01:58,118.0,2.759999999999991,0.2699999999999996,3.0299999999999905,2.0037433333333334,-1.026256666666657,0.0,1.0,1.0,
16.0,0 days 00:03:10,190.0,7.1200000000000045,1.2700000000000031,8.390000000000008,13.187886666666667,4.79788666666666,3.0,3.0,1.0, 2.493333333333266 4.61414790996788 8.879120879120826
