Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1,7/18/2012,2:19:16,11.30,0:00:06,10307,0.00E+00,0:00:02,23
2,7/18/2012,2:19:21,11.30,0:00:11,10315,0.00E+00,0:00:02,22
3,7/18/2012,2:19:26,11.40,0:00:16,10356,0.00E+00,0:00:02,23
4,7/18/2012,2:19:31,11.40,0:00:21,10360,0.00E+00,0:00:02,23
5,7/18/2012,2:19:36,11.40,0:00:26,10361,0.00E+00,0:00:02,25
6,7/18/2012,2:19:41,11.40,0:00:31,10365,0.00E+00,0:00:02,22
7,7/18/2012,2:19:47,11.40,0:00:36,10357,0.00E+00,0:00:02,22
8,7/18/2012,2:19:52,11.40,0:00:41,10358,0.00E+00,0:00:02,20
9,7/18/2012,2:19:57,11.40,0:00:46,10350,0.00E+00,0:00:02,23
10,7/18/2012,2:43:57,10.60,0:00:54,9672,0.00E+00,0:00:05,35
11,7/18/2012,2:44:02,10.60,0:00:59,9597,0.00E+00,0:00:05,22
12,7/18/2012,2:44:07,10.60,0:01:04,9611,0.00E+00,0:00:05,23
13,7/18/2012,2:44:12,10.60,0:01:09,9600,0.00E+00,0:00:05,28
14,7/18/2012,2:44:17,10.60,0:01:14,9602,0.00E+00,0:00:05,25
15,7/18/2012,2:44:22,10.60,0:01:19,9616,0.00E+00,0:00:05,20
16,7/18/2012,2:45:20,9.71,0:01:25,8825,0.00E+00,0:00:07,22
17,7/18/2012,2:45:25,9.69,0:01:30,8805,0.00E+00,0:00:07,25
18,7/18/2012,2:45:30,9.68,0:01:35,8802,0.00E+00,0:00:07,16
19,7/18/2012,2:45:35,9.70,0:01:40,8812,0.00E+00,0:00:07,22
20,7/18/2012,2:45:40,9.70,0:01:45,8813,0.00E+00,0:00:07,20
21,7/18/2012,2:45:45,9.70,0:01:50,8813,0.00E+00,0:00:07,22
22,7/18/2012,2:45:50,5.23,0:01:55,4755,0.00E+00,0:00:08,23
23,7/18/2012,2:45:55,5.42,0:02:00,4925,0.00E+00,0:00:08,26
24,7/18/2012,2:46:00,5.41,0:02:06,4920,0.00E+00,0:00:08,25
25,7/18/2012,2:46:05,5.40,0:02:11,4912,0.00E+00,0:00:08,22
26,7/18/2012,2:46:10,5.40,0:02:16,4908,0.00E+00,0:00:08,23
27,7/18/2012,2:46:15,5.39,0:02:21,4896,0.00E+00,0:00:08,17
28,7/18/2012,2:46:20,5.40,0:02:26,4906,0.00E+00,0:00:08,23
29,7/18/2012,2:46:25,5.39,0:02:31,4903,0.00E+00,0:00:08,22
30,7/18/2012,2:46:31,5.39,0:02:36,4897,0.00E+00,0:00:08,18
31,7/18/2012,2:46:36,5.39,0:02:41,4895,0.00E+00,0:00:08,25
32,7/18/2012,2:46:41,5.39,0:02:46,4901,0.00E+00,0:00:08,26
33,7/18/2012,2:46:46,5.40,0:02:51,4905,0.00E+00,0:00:08,25
34,7/18/2012,2:46:51,5.39,0:02:56,4902,0.00E+00,0:00:08,27
35,7/18/2012,2:46:56,5.40,0:03:01,4905,0.00E+00,0:00:08,22
36,7/18/2012,2:47:01,5.38,0:03:06,4893,0.00E+00,0:00:08,23
37,7/18/2012,2:47:06,5.38,0:03:11,4890,0.00E+00,0:00:08,23
38,7/18/2012,2:47:11,5.29,0:03:16,4805,0.00E+00,0:00:08,23
39,7/18/2012,2:47:16,5.31,0:03:21,4822,0.00E+00,0:00:08,22
40,7/18/2012,2:47:21,5.31,0:03:26,4825,0.00E+00,0:00:08,22
41,7/18/2012,2:47:26,5.23,0:03:31,4752,0.00E+00,0:00:08,27
42,7/18/2012,2:47:31,5.40,0:03:36,4910,0.00E+00,0:00:08,21
43,7/18/2012,2:47:36,5.37,0:03:41,4882,0.00E+00,0:00:08,26
44,7/18/2012,2:47:41,5.38,0:03:46,4887,0.00E+00,0:00:08,21
45,7/18/2012,2:47:46,5.38,0:03:51,4892,0.00E+00,0:00:08,21
46,7/18/2012,3:07:40,10.60,0:03:59,9616,0.00E+00,0:00:17,21
47,7/18/2012,3:07:45,10.60,0:04:04,9598,0.00E+00,0:00:17,25
48,7/18/2012,3:07:50,10.50,0:04:09,9588,0.00E+00,0:00:17,22
49,7/18/2012,3:07:55,10.60,0:04:14,9590,0.00E+00,0:00:17,26
50,7/18/2012,3:08:00,10.60,0:04:19,9605,0.00E+00,0:00:17,22
51,7/18/2012,3:37:51,11.20,0:04:27,10138,0.00E+00,0:00:20,26
52,7/18/2012,3:37:56,11.20,0:04:32,10140,0.00E+00,0:00:20,23
53,7/18/2012,3:38:01,11.20,0:04:37,10152,0.00E+00,0:00:20,18
54,7/18/2012,3:38:06,11.20,0:04:42,10148,0.00E+00,0:00:20,22
55,7/18/2012,3:38:11,11.20,0:04:47,10165,0.00E+00,0:00:20,21
56,7/18/2012,3:41:10,10.10,0:04:56,9217,0.00E+00,0:00:22,23
57,7/18/2012,3:41:16,2.43,0:05:03,2210,0.00E+00,0:00:24,23
58,7/18/2012,3:41:21,2.37,0:05:08,2155,0.00E+00,0:00:24,26
59,7/18/2012,3:41:26,2.32,0:05:13,2108,0.00E+00,0:00:24,25
60,7/18/2012,3:41:31,2.31,0:05:18,2096,0.00E+00,0:00:24,22
61,7/18/2012,3:41:36,2.29,0:05:23,2083,0.00E+00,0:00:24,22
62,7/18/2012,3:41:41,2.26,0:05:28,2055,0.00E+00,0:00:24,21
63,7/18/2012,3:41:46,2.25,0:05:33,2046,0.00E+00,0:00:24,30
64,7/18/2012,3:41:51,2.24,0:05:38,2037,0.00E+00,0:00:24,23
65,7/18/2012,3:41:56,2.23,0:05:43,2026,0.00E+00,0:00:24,25
66,7/18/2012,3:42:01,2.21,0:05:48,2013,0.00E+00,0:00:24,22
67,7/18/2012,3:42:07,2.20,0:05:53,2003,0.00E+00,0:00:24,26
68,7/18/2012,3:42:12,2.19,0:05:58,1986,0.00E+00,0:00:24,23
69,7/18/2012,3:42:17,2.19,0:06:03,1991,0.00E+00,0:00:24,26
