duration,ft_change,ut_change,tank_change,time_lag,first_slope_ratio,first_fm_index,first_fm_value,event_num,duration(s),flowmeter,num_max_feces,num_max_urine,flowmeter-tank
0 days 00:02:32,4.222,0.45000000000000007,4.672000000000001,-17.0,0.07575757575757583,0.0,0.18833333333333335,1.0,152.0,8.533333333333333,1.0,2.0,3.8613333333333326
0 days 00:05:09,11.830000000000002,1.4400000000000004,13.270000000000003,7.0,21.763157894736842,0.0,0.17666666666666667,2.0,309.0,20.88416666666667,3.0,6.0,7.614166666666666
0 days 00:02:19,2.0700000000000003,0.3200000000000003,2.3900000000000006,3.0,5.860655737704893,0.0,0.17666666666666667,3.0,139.0,4.408333333333333,1.0,1.0,2.0183333333333326
0 days 00:04:59,5.68,0.7040000000000002,6.384,34.0,106.66666666664693,0.0,0.18666666666666665,4.0,299.0,9.044166666666666,3.0,2.0,2.6601666666666652
0 days 00:12:45,19.512999999999998,1.4799999999999995,20.993,-57.0,0.17777777777791465,0.0,0.035833333333333335,5.0,765.0,23.0175,21.0,14.0,2.0244999999999997
0 days 00:02:19,2.4790000000000063,0.33000000000000007,2.8090000000000064,-5.0,3.8455882352940605,,0.0,6.0,139.0,0.0,3.0,2.0,-2.8090000000000064
0 days 00:02:08,1.470000000000006,0.17999999999999972,1.6500000000000057,-4.0,4.9918699186992495,0.0,0.17666666666666667,7.0,128.0,2.55,1.0,1.0,0.8999999999999941
0 days 00:03:26,6.048999999999985,1.3999999999999995,7.448999999999985,-14.0,0.043103448275822666,0.0,0.152,8.0,206.0,12.889166666666668,1.0,3.0,5.440166666666683
0 days 00:02:15,2.6000000000000014,0.2900000000000009,2.8900000000000023,6.0,8.830303030303075,0.0,0.18833333333333335,9.0,135.0,6.591666666666667,1.0,2.0,3.7016666666666644
0 days 00:07:28,21.859999999999985,2.8200000000000003,24.679999999999986,-24.0,10.067796610169408,69.0,0.18666666666666665,10.0,448.0,29.666666666666668,6.0,6.0,4.986666666666682
0 days 00:06:53,21.582000000000008,1.1000000000000014,22.68200000000001,23.0,25.899999999995984,0.0,0.029666666666666668,11.0,413.0,23.319000000000003,7.0,5.0,0.6369999999999933
0 days 00:03:55,11.232,0.5600000000000005,11.792,51.0,156.00000000000352,0.0,0.09283333333333334,12.0,235.0,10.1175,2.0,2.0,-1.6745
0 days 00:02:36,3.240000000000009,0.879999999999999,4.120000000000008,37.0,8.257777777777745,0.0,0.16833333333333333,13.0,156.0,7.359166666666667,1.0,2.0,3.2391666666666588
0 days 00:03:03,3.6599999999999824,0.6099999999999994,4.269999999999982,15.0,0.0388349514564962,30.0,0.1615,14.0,183.0,4.822500000000001,1.0,2.0,0.5525000000000189
