Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1, 4/04/2012, 4:28:54,4.01E+00,   0:06:22.401,3648,0.00E+00,   0:00:00.000,18
2, 4/04/2012, 4:28:59,4.01E+00,   0:06:27.421,3645,0.00E+00,   0:00:00.000,8
3, 4/04/2012, 4:29:04,9.52E-01,   0:06:32.457,855,0.00E+00,   0:00:00.000,22
4, 4/04/2012, 4:35:36,1.07E+01,   0:06:41.615,9712,0.00E+00,   0:00:00.000,18
5, 4/04/2012, 4:36:00,1.02E+01,   0:06:47.826,9242,0.00E+00,   0:00:00.000,22
6, 4/04/2012, 4:36:25,1.03E+01,   0:06:54.331,9333,0.00E+00,   0:00:00.000,26
7, 4/04/2012, 4:37:10,1.03E+01,   0:07:00.391,9395,0.00E+00,   0:00:00.000,21
8, 4/04/2012, 4:37:42,1.02E+01,   0:07:06.501,9235,0.00E+00,   0:00:00.000,20
9, 4/04/2012, 4:38:19,1.05E+01,   0:07:13.181,9537,0.00E+00,   0:00:00.000,22
10, 4/04/2012, 4:39:06,1.04E+01,   0:07:19.418,9475,0.00E+00,   0:00:00.000,23
11, 4/04/2012, 4:40:13,1.03E+01,   0:07:25.664,9378,0.00E+00,   0:00:00.000,22
12, 4/04/2012, 4:41:21,4.01E+00,   0:07:31.794,3645,0.00E+00,   0:00:00.000,20
13, 4/04/2012, 4:41:26,4.05E+00,   0:07:36.813,3677,0.00E+00,   0:00:00.000,27
14, 4/04/2012, 4:42:26,4.00E+00,   0:07:47.237,3635,0.00E+00,   0:00:00.000,21
15, 4/04/2012, 4:42:31,3.97E+00,   0:07:52.316,3610,0.00E+00,   0:00:00.000,25
16, 4/04/2012, 4:42:36,5.03E-01,   0:07:57.355,457,0.00E+00,   0:00:00.000,25
17, 4/04/2012, 4:44:22,4.01E+00,   0:08:02.362,3646,0.00E+00,   0:00:00.000,22
18, 4/04/2012, 4:44:27,3.83E+00,   0:08:07.404,3481,0.00E+00,   0:00:00.000,23
19, 4/04/2012, 4:48:44,3.98E+00,   0:08:13.074,3620,0.00E+00,   0:00:00.000,16
20, 4/04/2012, 4:48:49,3.96E+00,   0:08:18.132,3596,0.00E+00,   0:00:00.000,22
21, 4/04/2012, 4:51:28,3.99E+00,   0:08:23.928,3625,0.00E+00,   0:00:00.000,10
22, 4/04/2012, 4:51:33,2.37E+00,   0:08:28.947,2112,0.00E+00,   0:00:00.000,27
23, 4/04/2012, 4:54:27,3.98E+00,   0:08:34.285,3615,0.00E+00,   0:00:00.000,22
24, 4/04/2012, 4:54:32,4.02E+00,   0:08:39.323,3656,0.00E+00,   0:00:00.000,22
25, 4/04/2012, 4:56:48,3.98E+00,   0:08:45.385,3620,0.00E+00,   0:00:00.000,18
26, 4/04/2012, 4:56:53,4.03E+00,   0:08:50.404,3661,0.00E+00,   0:00:00.000,23
27, 4/04/2012, 4:59:22,3.96E+00,   0:08:56.535,3601,0.00E+00,   0:00:00.000,23
28, 4/04/2012, 4:59:27,3.97E+00,   0:09:01.574,3607,0.00E+00,   0:00:00.000,17
29, 4/04/2012, 5:02:18,8.88E+00,   0:09:07.697,8068,0.00E+00,   0:00:00.000,25
30, 4/04/2012, 5:03:59,8.35E+00,   0:09:15.549,7587,0.00E+00,   0:00:00.000,18
31, 4/04/2012, 5:07:42,8.35E+00,   0:09:24.292,7587,0.00E+00,   0:00:00.000,17
32, 4/04/2012, 5:08:17,6.96E+00,   0:09:33.543,6326,0.00E+00,   0:00:00.000,22
33, 4/04/2012, 5:09:50,9.07E+00,   0:09:44.208,8242,0.00E+00,   0:00:00.000,20
34, 4/04/2012, 5:10:08,1.00E+01,   0:09:52.673,9101,0.00E+00,   0:00:00.000,18
35, 4/04/2012, 5:13:24,9.66E+00,   0:09:59.725,8783,0.00E+00,   0:00:00.000,17
36, 4/04/2012, 5:13:44,9.57E+00,   0:10:07.874,8702,0.00E+00,   0:00:00.000,22
37, 4/04/2012, 5:14:05,9.41E+00,   0:10:16.980,8551,0.00E+00,   0:00:00.000,18
38, 4/04/2012, 5:14:27,9.37E+00,   0:10:25.830,8520,0.00E+00,   0:00:00.000,25
39, 4/04/2012, 5:14:53,9.38E+00,   0:10:34.104,8527,0.00E+00,   0:00:00.000,25
40, 4/04/2012, 5:15:13,8.55E+00,   0:10:43.267,7768,0.00E+00,   0:00:00.000,16
41, 4/04/2012, 5:15:34,7.99E+00,   0:10:51.523,7266,0.00E+00,   0:00:00.000,23
42, 4/04/2012, 5:18:08,7.26E+00,   0:11:01.491,6602,0.00E+00,   0:00:00.000,20
