Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1, 5/02/2012, 8:59:29,1.16E+01,   0:00:04.994,10501,0.00E+00,   0:00:00.408,21
2, 5/02/2012, 8:59:34,1.16E+01,   0:00:10.027,10501,0.00E+00,   0:00:00.408,18
3, 5/02/2012, 8:59:40,1.16E+01,   0:00:15.075,10510,0.00E+00,   0:00:00.408,27
4, 5/02/2012, 8:59:45,1.16E+01,   0:00:20.113,10501,0.00E+00,   0:00:00.408,21
5, 5/02/2012, 8:59:50,1.16E+01,   0:00:25.153,10508,0.00E+00,   0:00:00.408,25
6, 5/02/2012, 8:59:55,1.15E+01,   0:00:30.207,10462,0.00E+00,   0:00:00.408,23
7, 5/02/2012, 9:00:00,1.15E+01,   0:00:35.244,10463,0.00E+00,   0:00:00.408,22
8, 5/02/2012, 9:00:05,1.15E+01,   0:00:40.279,10452,0.00E+00,   0:00:00.408,17
9, 5/02/2012, 9:00:10,1.16E+01,   0:00:45.318,10516,0.00E+00,   0:00:00.408,22
10, 5/02/2012, 9:00:15,1.16E+01,   0:00:50.366,10501,0.00E+00,   0:00:00.408,15
11, 5/02/2012, 9:00:20,1.16E+01,   0:00:55.413,10518,0.00E+00,   0:00:00.408,18
12, 5/02/2012, 9:00:25,1.06E+01,   0:01:00.454,9636,0.00E+00,   0:00:00.408,22
13, 5/03/2012, 1:10:43,1.16E+01,   0:00:05.002,10516,0.00E+00,   0:00:00.000,22
14, 5/03/2012, 1:10:48,1.16E+01,   0:00:10.024,10571,0.00E+00,   0:00:00.000,21
15, 5/03/2012, 1:10:53,1.17E+01,   0:00:15.093,10607,0.00E+00,   0:00:00.000,18
16, 5/03/2012, 1:10:58,1.17E+01,   0:00:20.132,10636,0.00E+00,   0:00:00.000,18
17, 5/03/2012, 1:26:20,4.34E+00,   0:00:32.637,3942,0.00E+00,   0:00:00.000,20
18, 5/03/2012, 1:26:25,4.21E+00,   0:00:37.676,3826,0.00E+00,   0:00:00.000,21
19, 5/03/2012, 1:26:30,4.11E+00,   0:00:42.715,3733,0.00E+00,   0:00:00.000,15
20, 5/03/2012, 1:26:35,4.15E+00,   0:00:47.762,3770,0.00E+00,   0:00:00.000,20
21, 5/03/2012, 1:26:40,1.00E+00,   0:00:52.798,908,0.00E+00,   0:00:00.000,17
22, 5/03/2012, 1:27:08,3.05E+00,   0:01:00.186,2772,0.00E+00,   0:00:00.000,13
23, 5/03/2012, 1:27:25,1.16E+01,   0:01:09.937,10565,0.00E+00,   0:00:00.000,23
24, 5/03/2012, 1:27:30,1.16E+01,   0:01:14.973,10525,0.00E+00,   0:00:00.000,21
25, 5/03/2012, 1:37:29,4.39E+00,   0:01:22.235,3987,0.00E+00,   0:00:00.000,20
26, 5/03/2012, 1:37:34,4.16E+00,   0:01:27.278,3768,0.00E+00,   0:00:00.000,22
27, 5/03/2012, 1:47:54,9.61E+00,   0:01:35.913,8737,0.00E+00,   0:00:00.000,18
28, 5/03/2012, 1:47:59,9.56E+00,   0:01:40.953,8692,0.00E+00,   0:00:00.000,17
29, 5/03/2012, 1:48:05,9.54E+00,   0:01:46.003,8675,0.00E+00,   0:00:00.000,17
30, 5/03/2012, 1:48:10,9.58E+00,   0:01:51.041,8703,0.00E+00,   0:00:00.000,18
31, 5/03/2012, 1:48:15,9.56E+00,   0:01:56.080,8688,0.00E+00,   0:00:00.000,18
32, 5/03/2012, 1:48:20,9.56E+00,   0:02:01.128,8685,0.00E+00,   0:00:00.000,11
33, 5/03/2012, 1:48:25,9.53E+00,   0:02:06.167,8660,0.00E+00,   0:00:00.000,20
34, 5/03/2012, 1:48:30,9.54E+00,   0:02:11.223,8671,0.00E+00,   0:00:00.000,23
35, 5/03/2012, 1:48:35,9.54E+00,   0:02:16.260,8671,0.00E+00,   0:00:00.000,26
36, 5/03/2012, 2:18:48,1.09E+01,   0:02:22.800,9926,0.00E+00,   0:00:00.000,23
37, 5/03/2012, 2:18:53,1.09E+01,   0:02:27.817,9913,0.00E+00,   0:00:00.000,21
38, 5/03/2012, 2:18:58,1.09E+01,   0:02:32.857,9895,0.00E+00,   0:00:00.000,16
39, 5/03/2012, 2:19:03,1.09E+01,   0:02:37.902,9921,0.00E+00,   0:00:00.000,20
40, 5/03/2012, 2:19:08,1.09E+01,   0:02:42.942,9917,0.00E+00,   0:00:00.000,22
41, 5/03/2012, 2:19:13,1.21E+01,   0:02:47.981,10982,0.00E+00,   0:00:00.000,20
42, 5/03/2012, 2:19:18,1.20E+01,   0:02:53.020,10911,0.00E+00,   0:00:00.000,23
43, 5/03/2012, 2:19:23,1.21E+01,   0:02:58.059,10958,0.00E+00,   0:00:00.000,27
44, 5/03/2012, 2:19:29,1.21E+01,   0:03:03.108,11005,0.00E+00,   0:00:00.000,22
45, 5/03/2012, 2:19:34,1.15E+01,   0:03:08.154,10483,0.00E+00,   0:00:00.000,16
46, 5/03/2012, 2:19:39,1.20E+01,   0:03:13.193,10912,0.00E+00,   0:00:00.000,21
47, 5/03/2012, 2:19:44,1.21E+01,   0:03:18.232,11006,0.00E+00,   0:00:00.000,21
48, 5/03/2012, 2:19:49,1.09E+01,   0:03:23.305,9905,0.00E+00,   0:00:00.000,21
49, 5/03/2012, 2:19:54,1.09E+01,   0:03:28.349,9921,0.00E+00,   0:00:00.000,15
50, 5/03/2012, 2:19:59,1.09E+01,   0:03:33.388,9898,0.00E+00,   0:00:00.000,20
51, 5/03/2012, 2:20:04,1.09E+01,   0:03:38.431,9917,0.00E+00,   0:00:00.000,21
52, 5/03/2012, 2:20:09,1.09E+01,   0:03:43.449,9945,0.00E+00,   0:00:00.000,25
53, 5/03/2012, 2:20:14,1.09E+01,   0:03:48.474,9901,0.00E+00,   0:00:00.000,23
54, 5/03/2012, 2:20:19,1.09E+01,   0:03:53.513,9906,0.00E+00,   0:00:00.000,18
55, 5/03/2012, 2:20:24,1.08E+01,   0:03:58.552,9838,0.00E+00,   0:00:00.000,21
56, 5/03/2012, 2:20:29,1.09E+01,   0:04:03.590,9902,0.00E+00,   0:00:00.000,15
57, 5/03/2012, 2:20:45,1.13E+01,   0:04:12.071,10280,0.00E+00,   0:00:00.000,22
58, 5/03/2012, 2:34:34,1.04E+01,   0:04:19.404,9488,0.00E+00,   0:00:00.000,21
59, 5/03/2012, 2:34:39,1.04E+01,   0:04:24.421,9473,0.00E+00,   0:00:00.000,20
60, 5/03/2012, 2:34:44,1.04E+01,   0:04:29.460,9438,0.00E+00,   0:00:00.000,22
61, 5/03/2012, 2:34:49,1.03E+01,   0:04:34.499,9367,0.00E+00,   0:00:00.000,21
62, 5/03/2012, 2:34:54,1.03E+01,   0:04:39.539,9388,0.00E+00,   0:00:00.000,23
63, 5/03/2012, 2:34:59,1.03E+01,   0:04:44.606,9380,0.00E+00,   0:00:00.000,23
64, 5/03/2012, 2:35:04,8.95E+00,   0:04:49.649,8133,0.00E+00,   0:00:00.000,25
65, 5/03/2012, 2:35:09,9.79E+00,   0:04:54.694,8902,0.00E+00,   0:00:00.000,17
66, 5/03/2012, 2:35:14,9.86E+00,   0:04:59.741,8961,0.00E+00,   0:00:00.000,26
67, 5/03/2012, 2:35:19,9.85E+00,   0:05:04.794,8950,0.00E+00,   0:00:00.000,26
68, 5/03/2012, 2:35:24,8.97E+00,   0:05:09.834,8157,0.00E+00,   0:00:00.000,21
69, 5/03/2012, 2:35:29,9.10E+00,   0:05:14.871,8272,0.00E+00,   0:00:00.000,23
70, 5/03/2012, 2:35:34,9.70E+00,   0:05:19.909,8817,0.00E+00,   0:00:00.000,15
71, 5/03/2012, 2:35:39,9.72E+00,   0:05:24.927,8833,0.00E+00,   0:00:00.000,16
72, 5/03/2012, 2:35:44,9.67E+00,   0:05:29.956,8785,0.00E+00,   0:00:00.000,17
73, 5/03/2012, 2:35:49,9.66E+00,   0:05:34.995,8783,0.00E+00,   0:00:00.000,17
74, 5/03/2012, 2:35:55,9.89E+00,   0:05:40.041,8986,0.00E+00,   0:00:00.000,28
75, 5/03/2012, 2:36:00,9.97E+00,   0:05:45.082,9061,0.00E+00,   0:00:00.000,22
