event_num,duration,duration(s),ft_change,ut_change,tank_change,flowmeter,flowmeter-tank,num_max_feces,num_max_urine,urine_first
1.0,0 days 00:04:21.000000000,261.0,15.319999999999986,1.8999999999999981,17.219999999999985,26.78217,9.562170000000016,5.0,5.0,0.0
2.0,0 days 00:01:52.000000000,112.0,3.268999999999979,0.47999999999999776,3.7489999999999766,5.170356666666667,1.4213566666666901,2.0,1.0,0.0
3.0,0 days 00:02:42.000000000,162.0,7.790999999999968,0.9340000000000002,8.72499999999997,9.566503333333333,0.8415033333333639,1.0,1.0,1.0
4.0,0 days 00:04:29.000000000,269.0,11.709999999999955,1.7800000000000002,13.489999999999956,22.42529,8.935290000000045,4.0,4.0,0.0
5.0,0 days 00:02:16.000000000,136.0,2.349999999999966,0.35999999999999943,2.7099999999999653,0.26863333333333334,-2.441366666666632,1.0,3.0,1.0
6.0,0 days 00:02:46.000000000,166.0,2.2519999999999385,0.4000000000000101,2.6519999999999486,9.610203333333335,6.958203333333386,1.0,1.0,1.0
7.0,0 days 00:02:50.000000000,170.0,2.839999999999961,0.29999999999999716,3.139999999999958,1.7798833333333333,-1.3601166666666247,3.0,3.0,0.0
8.0,0 days 00:02:02.000000000,122.0,3.350999999999928,0.45000000000000284,3.800999999999931,5.818266666666667,2.0172666666667363,1.0,1.0,0.0
9.0,0 days 00:00:54.000000000,54.0,0.5670000000000144,0.1000000000000032,0.6670000000000176,0.0,-0.6670000000000176,1.0,1.0,0.0
10.0,0 days 00:01:23.000000000,83.0,0.9439999999999173,0.16999999999999638,1.1139999999999137,0.0,-1.1139999999999137,0.0,0.0,0.0
11.0,0 days 00:02:25.000000000,145.0,3.338999999999963,0.4400000000000146,3.7789999999999777,7.369413333333334,3.5904133333333563,1.0,1.0,0.0
12.0,0 days 00:01:35.000000000,95.0,0.7229999999999777,0.05999999999998806,0.7829999999999657,3.275176666666667,2.492176666666701,1.0,1.0,0.0
13.0,0 days 00:02:32.000000000,152.0,2.310999999999943,0.7099999999999875,3.0209999999999306,9.20551,6.18451000000007,1.0,2.0,0.0
14.0,0 days 00:02:43.000000000,163.0,1.1859999999999715,0.24999999999999822,1.4359999999999697,0.0,-1.4359999999999697,1.0,2.0,0.0
15.0,0 days 00:02:48.000000000,168.0,6.327999999999967,0.6499999999999932,6.977999999999961,9.28001,2.30201000000004,2.0,2.0,0.0
16.0,0 days 00:05:22.000000000,322.0,7.057999999999893,1.4800000000000004,8.537999999999894,8.695936666666666,0.15793666666677275,3.0,5.0,0.0
17.0,0 days 00:06:06.000000000,366.0,5.750999999999863,0.3899999999999917,6.140999999999854,21.325049999999997,15.184050000000143,3.0,3.0,0.0
18.0,0 days 00:03:47.000000000,227.0,10.659999999999897,1.6199999999999815,12.279999999999879,12.817390000000001,0.5373900000001228,2.0,2.0,0.0
19.0,0 days 00:04:30.000000000,270.0,5.699999999999676,0.7100000000000026,6.409999999999679,9.07534,2.665340000000322,3.0,4.0,1.0
20.0,0 days 00:02:33.000000000,153.0,11.860000000000042,1.469999999999997,13.33000000000004,12.537386666666666,-0.7926133333333727,2.0,2.0,0.0
21.0,0 days 00:07:45.000000000,465.0,23.37999999999961,1.9799999999999685,25.35999999999958,51.711043333333336,26.351043333333756,8.0,6.0,1.0
22.0,0 days 00:03:37.000000000,217.0,1.519999999999527,0.2799999999999905,1.7999999999995175,4.154433333333333,2.354433333333816,2.0,2.0,1.0
23.0,0 days 00:02:32.000000000,152.0,3.1399999999997874,0.3499999999999659,3.4899999999997533,5.2283100000000005,1.7383100000002472,1.0,2.0,0.0
