Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1,7/21/2012,2:04:27,1.04E+01,0:00:05,9462,0.00E+00,0:00:36,25
2,7/21/2012,2:04:32,0.00E+00,0:00:10,192,7.08E-01,0:00:37,638
3,7/21/2012,2:07:02,1.05E+01,0:00:15,9570,0.00E+00,0:00:38,32
4,7/21/2012,2:07:07,1.05E+01,0:00:20,9511,0.00E+00,0:00:38,22
5,7/21/2012,2:07:12,1.05E+01,0:00:25,9518,0.00E+00,0:00:38,20
6,7/21/2012,2:07:17,8.70E-01,0:00:30,767,1.26E+00,0:00:39,1151
7,7/21/2012,2:11:17,1.11E+01,0:00:35,10101,0.00E+00,0:00:41,21
8,7/21/2012,2:11:22,1.11E+01,0:00:40,10068,0.00E+00,0:00:41,27
9,7/21/2012,2:11:27,8.63E+00,0:00:45,7798,5.03E-01,0:00:41,467
10,7/21/2012,2:26:26,1.24E+00,0:00:52,1131,0.00E+00,0:00:43,23
11,7/21/2012,2:26:31,2.41E+00,0:00:57,2191,0.00E+00,0:00:43,23
12,7/21/2012,2:26:36,3.42E+00,0:01:02,3111,0.00E+00,0:00:43,20
13,7/21/2012,2:26:41,3.33E+00,0:01:07,3023,0.00E+00,0:00:43,23
14,7/21/2012,2:26:46,3.50E+00,0:01:12,3178,0.00E+00,0:00:43,17
15,7/21/2012,2:26:51,1.36E+00,0:01:17,1216,0.00E+00,0:00:43,18
16,7/21/2012,2:30:33,1.05E+01,0:01:27,9561,0.00E+00,0:00:44,21
17,7/21/2012,2:30:38,1.05E+01,0:01:32,9531,0.00E+00,0:00:44,23
18,7/21/2012,2:30:43,1.05E+01,0:01:37,9521,0.00E+00,0:00:44,23
19,7/21/2012,2:30:48,1.05E+01,0:01:42,9513,0.00E+00,0:00:44,21
20,7/21/2012,2:30:53,5.85E+00,0:01:47,5317,8.19E-01,0:00:44,757
21,7/21/2012,2:32:48,4.93E+00,0:01:53,4482,0.00E+00,0:00:45,27
22,7/21/2012,2:32:53,2.51E+00,0:01:58,2285,0.00E+00,0:00:45,21
23,7/21/2012,2:34:35,1.00E+01,0:02:05,9108,0.00E+00,0:00:45,22
24,7/21/2012,2:34:40,2.09E+00,0:02:10,1843,1.38E+00,0:00:46,1253
25,7/21/2012,2:44:32,9.85E+00,0:02:15,8951,0.00E+00,0:00:50,25
26,7/21/2012,2:44:37,9.80E+00,0:02:21,8908,0.00E+00,0:00:50,23
27,7/21/2012,2:44:42,9.79E+00,0:02:26,8900,0.00E+00,0:00:50,22
28,7/21/2012,2:44:47,9.80E+00,0:02:31,8908,0.00E+00,0:00:50,23
29,7/21/2012,2:44:52,9.79E+00,0:02:36,8895,0.00E+00,0:00:50,28
30,7/21/2012,2:44:57,1.70E+00,0:02:41,1495,1.18E+00,0:00:51,1076
31,7/21/2012,2:53:05,3.77E+00,0:02:50,3423,0.00E+00,0:00:52,22
32,7/21/2012,2:53:10,4.01E+00,0:02:55,3647,0.00E+00,0:00:52,27
33,7/21/2012,2:53:15,3.78E+00,0:03:00,3435,0.00E+00,0:00:52,21
34,7/21/2012,2:58:14,1.08E+01,0:03:09,9800,0.00E+00,0:00:52,23
35,7/21/2012,2:58:19,1.08E+01,0:03:14,9792,0.00E+00,0:00:52,22
36,7/21/2012,2:58:24,1.06E+01,0:03:19,9653,0.00E+00,0:00:52,25
37,7/21/2012,2:58:29,1.08E+01,0:03:24,9798,0.00E+00,0:00:52,21
38,7/21/2012,2:58:34,1.09E+01,0:03:29,9907,0.00E+00,0:00:52,26
39,7/21/2012,3:07:09,1.07E+01,0:03:36,9740,0.00E+00,0:00:54,22
40,7/21/2012,3:07:14,1.07E+01,0:03:41,9726,0.00E+00,0:00:54,15
41,7/21/2012,3:07:19,1.07E+01,0:03:46,9712,0.00E+00,0:00:54,7
42,7/21/2012,3:07:24,1.07E+01,0:03:51,9711,0.00E+00,0:00:54,22
43,7/21/2012,3:07:30,8.04E+00,0:03:56,7220,5.23E-01,0:00:54,485
44,7/21/2012,3:14:22,4.12E+00,0:04:03,3748,0.00E+00,0:00:57,17
45,7/21/2012,3:14:35,4.12E+00,0:04:12,3747,0.00E+00,0:00:58,25
46,7/21/2012,3:14:51,4.07E+00,0:04:21,3698,0.00E+00,0:00:58,25
47,7/21/2012,3:14:56,4.02E+00,0:04:26,3656,0.00E+00,0:00:58,21
