Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1,7/14/2012,2:09:18,1.09E+01,0:00:05,9878,0.00E+00,0:00:01,22
2,7/14/2012,2:09:23,1.09E+01,0:00:10,9865,0.00E+00,0:00:01,28
3,7/14/2012,2:09:28,1.09E+01,0:00:15,9867,0.00E+00,0:00:01,18
4,7/14/2012,2:09:33,1.09E+01,0:00:20,9900,0.00E+00,0:00:01,21
5,7/14/2012,2:09:38,1.09E+01,0:00:25,9888,0.00E+00,0:00:01,21
6,7/14/2012,2:09:43,1.09E+01,0:00:30,9897,0.00E+00,0:00:01,23
7,7/14/2012,2:14:05,1.15E+01,0:00:40,10408,0.00E+00,0:00:03,25
8,7/14/2012,2:14:10,1.15E+01,0:00:45,10407,0.00E+00,0:00:03,22
9,7/14/2012,2:14:15,1.14E+01,0:00:50,10400,0.00E+00,0:00:03,23
10,7/14/2012,2:14:20,1.15E+01,0:00:55,10420,0.00E+00,0:00:03,23
11,7/14/2012,2:14:25,1.14E+01,0:01:00,10400,0.00E+00,0:00:03,22
12,7/14/2012,2:14:30,1.14E+01,0:01:05,10396,0.00E+00,0:00:03,25
13,7/14/2012,2:14:35,1.27E+00,0:01:10,1116,1.24E+00,0:00:03,1128
14,7/14/2012,2:26:12,4.96E+00,0:01:16,4505,1.13E+00,0:00:06,1030
15,7/14/2012,2:26:46,2.04E+00,0:01:21,1858,1.47E+00,0:00:09,1338
16,7/14/2012,2:37:41,9.89E+00,0:01:26,8991,0.00E+00,0:00:11,28
17,7/14/2012,2:37:46,9.87E+00,0:01:32,8975,0.00E+00,0:00:11,22
18,7/14/2012,2:37:51,9.88E+00,0:01:37,8978,0.00E+00,0:00:11,21
19,7/14/2012,2:37:56,9.87E+00,0:01:42,8973,0.00E+00,0:00:11,20
20,7/14/2012,2:38:01,9.86E+00,0:01:47,8962,0.00E+00,0:00:11,22
21,7/14/2012,2:38:06,9.85E+00,0:01:52,8956,0.00E+00,0:00:11,17
22,7/14/2012,2:38:11,8.57E+00,0:01:57,7793,0.00E+00,0:00:11,356
23,7/14/2012,2:39:19,1.10E+01,0:02:03,10002,0.00E+00,0:00:14,23
24,7/14/2012,2:39:24,1.10E+01,0:02:08,10015,0.00E+00,0:00:14,23
25,7/14/2012,2:39:29,1.10E+01,0:02:13,10022,0.00E+00,0:00:14,27
26,7/14/2012,2:39:34,1.10E+01,0:02:18,10026,0.00E+00,0:00:14,20
27,7/14/2012,2:39:39,1.10E+01,0:02:23,10018,0.00E+00,0:00:14,25
28,7/14/2012,2:39:44,1.10E+01,0:02:28,10015,0.00E+00,0:00:14,20
29,7/14/2012,2:39:49,1.10E+01,0:02:33,10015,0.00E+00,0:00:14,27
30,7/14/2012,2:39:54,1.10E+01,0:02:38,10007,0.00E+00,0:00:14,17
31,7/14/2012,2:43:01,1.14E+01,0:02:47,10378,0.00E+00,0:00:17,23
32,7/14/2012,2:43:06,1.14E+01,0:02:52,10383,0.00E+00,0:00:17,20
33,7/14/2012,2:43:11,1.14E+01,0:02:57,10368,0.00E+00,0:00:17,23
34,7/14/2012,2:43:16,1.14E+01,0:03:02,10361,0.00E+00,0:00:17,20
35,7/14/2012,2:43:21,1.14E+01,0:03:07,10378,0.00E+00,0:00:17,26
36,7/14/2012,2:43:26,1.14E+01,0:03:12,10367,0.00E+00,0:00:17,21
37,7/14/2012,2:43:31,1.14E+01,0:03:17,10391,0.00E+00,0:00:17,21
38,7/14/2012,3:11:50,4.07E+00,0:03:25,3695,0.00E+00,0:00:20,27
39,7/14/2012,3:12:05,8.37E+00,0:03:34,7605,0.00E+00,0:00:20,25
40,7/14/2012,3:16:06,4.07E+00,0:03:41,3700,0.00E+00,0:00:22,23
41,7/14/2012,3:16:11,3.96E+00,0:03:46,3595,0.00E+00,0:00:22,28
42,7/14/2012,3:16:16,4.08E+00,0:03:51,3708,0.00E+00,0:00:22,27
43,7/14/2012,3:32:00,1.05E+01,0:04:00,9568,0.00E+00,0:00:24,18
44,7/14/2012,3:32:05,1.07E+01,0:04:05,9726,0.00E+00,0:00:24,21
45,7/14/2012,3:32:10,1.07E+01,0:04:10,9692,0.00E+00,0:00:24,22
46,7/14/2012,3:32:15,1.06E+01,0:04:15,9602,0.00E+00,0:00:24,23
47,7/14/2012,3:32:20,1.06E+01,0:04:20,9632,0.00E+00,0:00:24,30
48,7/14/2012,3:32:25,1.06E+01,0:04:25,9618,0.00E+00,0:00:24,30
49,7/14/2012,3:32:30,1.06E+01,0:04:30,9633,0.00E+00,0:00:24,22
50,7/14/2012,3:32:35,1.06E+01,0:04:35,9638,0.00E+00,0:00:24,23
51,7/14/2012,3:32:40,1.07E+01,0:04:40,9760,0.00E+00,0:00:24,22
52,7/14/2012,3:32:45,1.08E+01,0:04:45,9783,0.00E+00,0:00:24,23
53,7/14/2012,3:32:50,1.08E+01,0:04:50,9795,0.00E+00,0:00:24,28
54,7/14/2012,3:32:55,1.08E+01,0:04:56,9771,0.00E+00,0:00:24,23
55,7/14/2012,3:33:00,1.08E+01,0:05:01,9792,0.00E+00,0:00:24,25
56,7/14/2012,3:45:07,1.07E+01,0:05:09,9701,0.00E+00,0:00:26,23
57,7/14/2012,3:45:12,1.07E+01,0:05:14,9701,0.00E+00,0:00:26,21
58,7/14/2012,3:45:17,1.12E+01,0:05:19,10210,0.00E+00,0:00:26,22
59,7/14/2012,3:56:30,1.13E+01,0:05:27,10301,0.00E+00,0:00:29,23
60,7/14/2012,3:56:35,1.13E+01,0:05:32,10287,0.00E+00,0:00:29,21
61,7/14/2012,3:56:41,1.13E+01,0:05:37,10301,0.00E+00,0:00:29,22
62,7/14/2012,3:56:46,1.13E+01,0:05:42,10295,0.00E+00,0:00:29,26
63,7/14/2012,4:11:18,1.03E+01,0:05:52,9356,0.00E+00,0:00:31,26
64,7/14/2012,4:11:24,1.03E+01,0:05:57,9356,0.00E+00,0:00:31,20
65,7/14/2012,4:11:29,1.03E+01,0:06:02,9366,0.00E+00,0:00:31,20
66,7/14/2012,4:11:34,1.03E+01,0:06:07,9363,0.00E+00,0:00:31,26
67,7/14/2012,4:13:26,1.07E+01,0:06:15,9732,0.00E+00,0:00:32,23
68,7/14/2012,4:13:31,1.07E+01,0:06:20,9735,0.00E+00,0:00:32,28
69,7/14/2012,4:13:36,1.07E+01,0:06:25,9755,0.00E+00,0:00:32,22
70,7/14/2012,4:13:41,1.07E+01,0:06:30,9745,0.00E+00,0:00:32,23
71,7/14/2012,4:13:46,1.07E+01,0:06:35,9741,0.00E+00,0:00:32,22
72,7/14/2012,4:13:51,1.07E+01,0:06:40,9758,0.00E+00,0:00:32,26
73,7/14/2012,4:13:56,1.07E+01,0:06:45,9761,0.00E+00,0:00:32,25
74,7/14/2012,4:28:03,1.11E+01,0:06:53,10108,0.00E+00,0:00:34,25
75,7/14/2012,4:28:08,1.11E+01,0:06:58,10102,0.00E+00,0:00:34,21
76,7/14/2012,4:28:13,1.11E+01,0:07:03,10105,0.00E+00,0:00:34,18
77,7/14/2012,4:28:18,1.11E+01,0:07:08,10088,0.00E+00,0:00:34,23
78,7/14/2012,4:28:23,1.11E+01,0:07:13,10102,0.00E+00,0:00:34,21
79,7/14/2012,4:28:28,1.11E+01,0:07:19,10130,0.00E+00,0:00:34,23
80,7/14/2012,4:28:33,1.11E+01,0:07:24,10131,0.00E+00,0:00:34,23
81,7/14/2012,4:28:38,1.11E+01,0:07:29,10121,0.00E+00,0:00:34,20
82,7/14/2012,4:28:43,1.11E+01,0:07:34,10127,0.00E+00,0:00:34,17
83,7/14/2012,4:28:48,7.38E-01,0:07:39,671,9.86E-01,0:00:35,898
84,7/14/2012,4:31:49,9.68E+00,0:07:44,8798,0.00E+00,0:00:37,23
85,7/14/2012,4:33:07,1.12E+01,0:07:50,10143,0.00E+00,0:00:40,20
86,7/14/2012,4:33:12,1.11E+01,0:07:55,10128,0.00E+00,0:00:40,23
87,7/14/2012,4:33:17,1.12E+01,0:08:00,10138,0.00E+00,0:00:40,25
88,7/14/2012,4:33:22,1.12E+01,0:08:05,10151,0.00E+00,0:00:40,25
89,7/14/2012,4:33:27,1.12E+01,0:08:11,10142,0.00E+00,0:00:40,20
90,7/14/2012,4:37:13,1.05E+01,0:08:20,9588,0.00E+00,0:00:44,23
91,7/14/2012,4:37:18,1.05E+01,0:08:25,9586,0.00E+00,0:00:44,21
92,7/14/2012,4:37:23,1.05E+01,0:08:30,9585,0.00E+00,0:00:44,20
93,7/14/2012,4:37:28,1.05E+01,0:08:35,9580,0.00E+00,0:00:44,21
94,7/14/2012,4:37:33,1.05E+01,0:08:40,9573,0.00E+00,0:00:44,25
95,7/14/2012,5:45:04,1.03E+01,0:08:48,9376,0.00E+00,0:00:49,26
96,7/14/2012,5:45:09,1.03E+01,0:08:53,9325,0.00E+00,0:00:49,25
97,7/14/2012,5:45:14,1.03E+01,0:08:58,9338,0.00E+00,0:00:49,23
98,7/14/2012,5:45:19,1.03E+01,0:09:03,9340,0.00E+00,0:00:49,25
99,7/14/2012,5:45:24,1.03E+01,0:09:08,9323,0.00E+00,0:00:49,25
100,7/14/2012,5:45:29,1.02E+01,0:09:13,9300,0.00E+00,0:00:49,22
101,7/14/2012,5:45:34,1.02E+01,0:09:18,9301,0.00E+00,0:00:49,21
102,7/14/2012,5:45:39,1.02E+01,0:09:23,9305,0.00E+00,0:00:49,22
103,7/14/2012,5:45:44,1.02E+01,0:09:28,9296,0.00E+00,0:00:49,23
104,7/14/2012,5:45:49,1.02E+01,0:09:33,9298,0.00E+00,0:00:49,22
105,7/14/2012,5:45:54,1.02E+01,0:09:38,9290,0.00E+00,0:00:49,20
106,7/14/2012,5:45:59,1.02E+01,0:09:43,9293,0.00E+00,0:00:49,23
107,7/14/2012,5:46:04,1.02E+01,0:09:48,9291,0.00E+00,0:00:49,23
108,7/14/2012,5:46:09,5.29E+00,0:09:53,4778,9.15E-01,0:00:49,833
109,7/14/2012,5:47:35,1.05E+01,0:09:59,9543,0.00E+00,0:00:51,23
110,7/14/2012,6:15:06,1.11E+01,0:10:08,10070,0.00E+00,0:00:53,18
111,7/14/2012,6:15:11,1.11E+01,0:10:13,10061,0.00E+00,0:00:53,25
112,7/14/2012,6:15:16,1.11E+01,0:10:18,10080,0.00E+00,0:00:53,25
113,7/14/2012,6:15:21,1.11E+01,0:10:24,10068,0.00E+00,0:00:53,20
114,7/14/2012,6:15:42,1.09E+01,0:10:33,9890,0.00E+00,0:00:55,25
115,7/14/2012,7:05:41,1.07E+01,0:10:42,9736,0.00E+00,0:00:59,16
116,7/14/2012,7:05:46,1.07E+01,0:10:47,9743,0.00E+00,0:00:59,21
