Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1,6/30/2012,2:48:15,1.15E+01,0:00:05,10448,0.00E+00,0:00:05,25
2,6/30/2012,2:48:20,1.15E+01,0:00:10,10456,0.00E+00,0:00:05,26
3,6/30/2012,2:48:25,1.15E+01,0:00:15,10467,0.00E+00,0:00:05,13
4,6/30/2012,2:48:30,1.14E+01,0:00:20,10365,0.00E+00,0:00:05,23
5,6/30/2012,2:49:24,1.16E+01,0:00:27,10530,0.00E+00,0:00:07,20
6,6/30/2012,2:49:29,1.16E+01,0:00:32,10516,0.00E+00,0:00:07,20
7,6/30/2012,3:12:31,1.11E+01,0:00:39,10103,0.00E+00,0:00:12,15
8,6/30/2012,3:12:36,1.11E+01,0:00:44,10093,0.00E+00,0:00:12,23
9,6/30/2012,3:12:41,1.11E+01,0:00:49,10113,0.00E+00,0:00:12,28
10,6/30/2012,3:14:50,1.07E+01,0:00:57,9708,0.00E+00,0:00:15,17
11,6/30/2012,3:14:55,1.06E+01,0:01:02,9678,0.00E+00,0:00:15,16
12,6/30/2012,3:15:00,1.06E+01,0:01:07,9671,0.00E+00,0:00:15,27
13,6/30/2012,3:15:06,1.06E+01,0:01:12,9677,0.00E+00,0:00:15,23
14,6/30/2012,3:15:11,1.06E+01,0:01:17,9673,0.00E+00,0:00:15,25
15,6/30/2012,3:15:16,1.06E+01,0:01:22,9668,0.00E+00,0:00:15,22
16,6/30/2012,3:15:21,1.07E+01,0:01:27,9683,0.00E+00,0:00:15,31
17,6/30/2012,3:15:26,1.06E+01,0:01:32,9667,0.00E+00,0:00:15,5
18,6/30/2012,3:15:31,1.06E+01,0:01:38,9662,0.00E+00,0:00:15,16
19,6/30/2012,3:15:36,1.06E+01,0:01:43,9672,0.00E+00,0:00:15,27
20,6/30/2012,3:15:41,1.06E+01,0:01:48,9663,0.00E+00,0:00:15,18
21,6/30/2012,3:15:46,1.07E+01,0:01:53,9682,0.00E+00,0:00:15,43
22,6/30/2012,3:37:46,1.01E+01,0:02:01,9165,0.00E+00,0:00:20,21
23,6/30/2012,3:37:51,1.01E+01,0:02:06,9142,0.00E+00,0:00:20,30
24,6/30/2012,3:37:56,1.01E+01,0:02:11,9143,0.00E+00,0:00:20,17
25,6/30/2012,3:39:52,9.52E+00,0:02:19,8653,0.00E+00,0:00:22,21
26,6/30/2012,3:39:57,6.31E+00,0:02:24,5738,9.67E-01,0:00:23,896
27,6/30/2012,3:43:52,1.06E+01,0:02:29,9655,0.00E+00,0:00:25,16
28,6/30/2012,3:43:57,1.07E+01,0:02:34,9682,0.00E+00,0:00:25,21
29,6/30/2012,3:44:02,1.06E+01,0:02:39,9670,0.00E+00,0:00:25,22
30,6/30/2012,3:44:07,1.06E+01,0:02:44,9676,0.00E+00,0:00:25,21
31,6/30/2012,3:44:12,1.06E+01,0:02:50,9668,0.00E+00,0:00:25,25
32,6/30/2012,3:44:17,1.06E+01,0:02:55,9667,0.00E+00,0:00:25,16
33,6/30/2012,3:44:22,1.06E+01,0:03:00,9677,0.00E+00,0:00:25,18
34,6/30/2012,3:44:27,1.06E+01,0:03:05,9668,0.00E+00,0:00:25,12
35,6/30/2012,3:46:55,8.42E+00,0:03:15,7652,0.00E+00,0:00:28,21
36,6/30/2012,3:47:00,8.44E+00,0:03:20,7671,0.00E+00,0:00:28,26
37,6/30/2012,3:47:05,1.17E+01,0:03:25,10598,0.00E+00,0:00:28,17
38,6/30/2012,3:47:10,1.17E+01,0:03:30,10596,0.00E+00,0:00:28,26
39,6/30/2012,3:47:15,9.24E+00,0:03:35,8400,0.00E+00,0:00:29,21
40,6/30/2012,3:49:07,1.00E+01,0:03:42,9116,0.00E+00,0:00:34,27
41,6/30/2012,3:49:32,4.11E+00,0:03:50,3733,0.00E+00,0:00:37,21
42,6/30/2012,3:49:45,0.00E+00,0:04:02,321,7.10E-01,0:00:39,646
43,6/30/2012,3:50:45,1.16E+01,0:04:07,10556,0.00E+00,0:00:40,23
44,6/30/2012,3:50:50,1.23E+01,0:04:12,11158,0.00E+00,0:00:40,26
45,6/30/2012,3:50:55,1.16E+01,0:04:17,10553,0.00E+00,0:00:40,23
