Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1,7/13/2012,2:08:48,1.07E+01,0:00:05,9688,0.00E+00,0:00:01,21
2,7/13/2012,2:39:26,1.06E+01,0:00:13,9623,0.00E+00,0:00:03,22
3,7/13/2012,2:39:31,1.06E+01,0:00:18,9647,0.00E+00,0:00:03,17
4,7/13/2012,2:39:36,1.06E+01,0:00:23,9647,0.00E+00,0:00:03,27
5,7/13/2012,2:39:41,1.07E+01,0:00:28,9735,0.00E+00,0:00:03,25
6,7/13/2012,2:39:46,1.05E+01,0:00:33,9546,0.00E+00,0:00:03,21
7,7/13/2012,2:39:51,1.06E+01,0:00:38,9636,0.00E+00,0:00:03,26
8,7/13/2012,2:39:56,1.06E+01,0:00:43,9626,0.00E+00,0:00:03,20
9,7/13/2012,2:40:01,1.06E+01,0:00:48,9637,0.00E+00,0:00:03,21
10,7/13/2012,2:43:23,1.08E+01,0:00:55,9825,0.00E+00,0:00:05,30
11,7/13/2012,2:43:28,1.13E+01,0:01:00,10293,0.00E+00,0:00:05,21
12,7/13/2012,2:59:43,1.07E+01,0:01:10,9752,0.00E+00,0:00:09,20
13,7/13/2012,3:00:04,1.04E+01,0:01:17,9431,0.00E+00,0:00:11,18
14,7/13/2012,3:00:09,1.04E+01,0:01:22,9437,0.00E+00,0:00:11,26
15,7/13/2012,3:09:53,1.06E+01,0:01:34,9658,0.00E+00,0:00:15,20
16,7/13/2012,3:09:58,1.07E+01,0:01:39,9732,0.00E+00,0:00:15,25
17,7/13/2012,3:10:03,1.07E+01,0:01:44,9716,0.00E+00,0:00:15,22
18,7/13/2012,3:10:08,1.07E+01,0:01:49,9715,0.00E+00,0:00:15,26
19,7/13/2012,3:10:13,1.07E+01,0:01:54,9725,0.00E+00,0:00:15,25
20,7/13/2012,3:10:18,1.07E+01,0:01:59,9716,0.00E+00,0:00:15,23
21,7/13/2012,3:10:23,1.07E+01,0:02:04,9721,0.00E+00,0:00:15,22
22,7/13/2012,3:10:28,1.07E+01,0:02:09,9718,0.00E+00,0:00:15,22
23,7/13/2012,3:11:44,1.08E+01,0:02:18,9828,0.00E+00,0:00:17,21
24,7/13/2012,3:11:49,1.08E+01,0:02:23,9850,0.00E+00,0:00:17,22
25,7/13/2012,3:11:54,1.08E+01,0:02:28,9837,0.00E+00,0:00:17,21
26,7/13/2012,3:11:59,1.08E+01,0:02:33,9847,0.00E+00,0:00:17,22
27,7/13/2012,3:12:04,1.08E+01,0:02:38,9843,0.00E+00,0:00:17,22
28,7/13/2012,3:12:41,1.14E+01,0:02:48,10378,0.00E+00,0:00:19,21
29,7/13/2012,3:12:46,1.14E+01,0:02:53,10387,0.00E+00,0:00:19,23
30,7/13/2012,3:19:27,9.51E+00,0:03:03,8647,0.00E+00,0:00:21,21
31,7/13/2012,3:19:32,9.82E+00,0:03:08,8927,0.00E+00,0:00:21,23
32,7/13/2012,3:19:37,1.03E+01,0:03:13,9386,0.00E+00,0:00:21,25
33,7/13/2012,3:19:42,1.03E+01,0:03:18,9406,0.00E+00,0:00:21,22
34,7/13/2012,3:19:47,1.02E+01,0:03:23,9295,0.00E+00,0:00:21,21
35,7/13/2012,3:21:33,1.08E+01,0:03:29,9833,0.00E+00,0:00:24,22
36,7/13/2012,3:21:38,1.08E+01,0:03:34,9807,0.00E+00,0:00:24,22
37,7/13/2012,3:21:43,1.08E+01,0:03:39,9821,0.00E+00,0:00:24,23
38,7/13/2012,3:21:48,1.08E+01,0:03:44,9835,0.00E+00,0:00:24,20
39,7/13/2012,3:21:53,1.08E+01,0:03:49,9791,0.00E+00,0:00:24,18
40,7/13/2012,3:21:58,1.08E+01,0:03:54,9810,0.00E+00,0:00:24,26
41,7/13/2012,3:22:03,1.08E+01,0:03:59,9811,0.00E+00,0:00:24,25
42,7/13/2012,3:22:08,1.08E+01,0:04:04,9797,0.00E+00,0:00:24,23
43,7/13/2012,3:22:13,1.08E+01,0:04:09,9806,0.00E+00,0:00:24,27
44,7/13/2012,3:22:18,1.08E+01,0:04:14,9793,0.00E+00,0:00:24,20
45,7/13/2012,3:46:15,1.13E+01,0:04:24,10308,0.00E+00,0:00:27,32
46,7/13/2012,3:46:20,1.13E+01,0:04:29,10305,0.00E+00,0:00:27,22
47,7/13/2012,3:46:25,1.14E+01,0:04:34,10333,0.00E+00,0:00:27,20
