Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1, 4/26/2012, 2:05:43,1.07E+01,   0:15:11.941,9768,0.00E+00,   0:00:00.000,18
2, 4/26/2012, 2:05:48,1.08E+01,   0:15:16.982,9826,0.00E+00,   0:00:00.000,25
3, 4/26/2012, 2:05:53,1.08E+01,   0:15:22.021,9832,0.00E+00,   0:00:00.000,27
4, 4/26/2012, 2:05:58,1.08E+01,   0:15:27.061,9816,0.00E+00,   0:00:00.000,16
5, 4/26/2012, 2:06:03,1.08E+01,   0:15:32.102,9815,0.00E+00,   0:00:00.000,16
6, 4/26/2012, 2:41:32,4.29E+00,   0:15:41.922,3897,0.00E+00,   0:00:00.000,21
7, 4/26/2012, 2:42:29,1.08E+01,   0:15:50.102,9830,0.00E+00,   0:00:00.000,23
8, 4/26/2012, 2:42:34,1.08E+01,   0:15:55.141,9831,0.00E+00,   0:00:00.000,23
9, 4/26/2012, 2:42:53,1.05E+01,   0:16:03.486,9518,0.00E+00,   0:00:00.000,17
10, 4/26/2012, 2:42:58,1.05E+01,   0:16:08.538,9508,0.00E+00,   0:00:00.000,26
11, 4/26/2012, 2:43:03,1.05E+01,   0:16:13.582,9511,0.00E+00,   0:00:00.000,21
12, 4/26/2012, 2:43:08,1.04E+01,   0:16:18.631,9488,0.00E+00,   0:00:00.000,16
13, 4/26/2012, 3:09:18,1.16E+01,   0:16:25.011,10498,0.00E+00,   0:00:00.000,21
14, 4/26/2012, 3:09:23,1.16E+01,   0:16:30.047,10575,0.00E+00,   0:00:00.000,38
15, 4/26/2012, 3:09:28,1.16E+01,   0:16:35.096,10585,0.00E+00,   0:00:00.000,32
16, 4/26/2012, 3:09:33,1.16E+01,   0:16:40.137,10566,0.00E+00,   0:00:00.000,26
17, 4/26/2012, 3:09:39,1.17E+01,   0:16:45.176,10591,0.00E+00,   0:00:00.000,16
18, 4/26/2012, 3:09:44,1.16E+01,   0:16:50.223,10581,0.00E+00,   0:00:00.000,26
