Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1, 4/22/2012, 1:31:20,1.02E+01,   0:00:05.001,9291,0.00E+00,   0:00:00.000,17
2, 4/22/2012, 1:31:25,1.02E+01,   0:00:10.020,9273,0.00E+00,   0:00:00.000,27
3, 4/22/2012, 1:31:30,1.02E+01,   0:00:15.061,9255,0.00E+00,   0:00:00.000,17
4, 4/22/2012, 1:31:35,1.02E+01,   0:00:20.099,9265,0.00E+00,   0:00:00.000,30
5, 4/22/2012, 1:36:49,1.15E+01,   0:00:29.111,10453,0.00E+00,   0:00:00.000,21
6, 4/22/2012, 1:36:54,1.15E+01,   0:00:34.197,10470,0.00E+00,   0:00:00.000,18
7, 4/22/2012, 1:36:59,1.15E+01,   0:00:39.236,10458,0.00E+00,   0:00:00.000,18
8, 4/22/2012, 1:37:04,1.15E+01,   0:00:44.272,10472,0.00E+00,   0:00:00.000,28
9, 4/22/2012, 1:37:09,1.15E+01,   0:00:49.308,10476,0.00E+00,   0:00:00.000,18
10, 4/22/2012, 1:37:14,1.15E+01,   0:00:54.357,10466,0.00E+00,   0:00:00.000,22
11, 4/22/2012, 1:58:28,1.10E+01,   0:01:01.926,10018,0.00E+00,   0:00:00.000,22
12, 4/22/2012, 1:58:33,1.10E+01,   0:01:06.940,10010,0.00E+00,   0:00:00.000,23
13, 4/22/2012, 1:58:38,1.10E+01,   0:01:11.981,9978,0.00E+00,   0:00:00.000,17
14, 4/22/2012, 1:58:44,1.10E+01,   0:01:17.045,9982,0.00E+00,   0:00:00.000,23
15, 4/22/2012, 1:58:49,1.10E+01,   0:01:22.100,9998,0.00E+00,   0:00:00.000,23
16, 4/22/2012, 1:58:54,1.10E+01,   0:01:27.142,9998,0.00E+00,   0:00:00.000,28
17, 4/22/2012, 1:58:59,1.10E+01,   0:01:32.188,10008,0.00E+00,   0:00:00.000,25
18, 4/22/2012, 1:59:04,1.05E+01,   0:01:37.227,9525,0.00E+00,   0:00:00.000,20
19, 4/22/2012, 2:02:13,1.07E+01,   0:01:43.328,9686,0.00E+00,   0:00:00.000,28
20, 4/22/2012, 2:02:18,1.08E+01,   0:01:48.377,9797,0.00E+00,   0:00:00.000,15
21, 4/22/2012, 2:02:23,1.08E+01,   0:01:53.416,9830,0.00E+00,   0:00:00.000,21
22, 4/22/2012, 2:02:28,1.08E+01,   0:01:58.456,9815,0.00E+00,   0:00:00.000,22
23, 4/22/2012, 2:02:33,1.09E+01,   0:02:03.492,9937,0.00E+00,   0:00:00.000,22
24, 4/22/2012, 2:02:38,1.08E+01,   0:02:08.534,9806,0.00E+00,   0:00:00.000,22
25, 4/22/2012, 2:14:39,1.09E+01,   0:02:16.733,9863,0.00E+00,   0:00:00.000,21
26, 4/22/2012, 2:14:44,1.08E+01,   0:02:21.752,9847,0.00E+00,   0:00:00.000,28
27, 4/22/2012, 2:14:49,1.08E+01,   0:02:26.792,9832,0.00E+00,   0:00:00.000,21
28, 4/22/2012, 2:14:54,1.08E+01,   0:02:31.838,9847,0.00E+00,   0:00:00.000,26
29, 4/22/2012, 2:14:59,1.08E+01,   0:02:36.909,9830,0.00E+00,   0:00:00.000,27
30, 4/22/2012, 2:15:04,1.08E+01,   0:02:41.950,9850,0.00E+00,   0:00:00.000,21
31, 4/22/2012, 2:15:09,1.08E+01,   0:02:46.987,9822,0.00E+00,   0:00:00.000,25
32, 4/22/2012, 2:15:14,1.08E+01,   0:02:52.026,9831,0.00E+00,   0:00:00.000,21
33, 4/22/2012, 2:15:19,1.08E+01,   0:02:57.066,9832,0.00E+00,   0:00:00.000,20
34, 4/22/2012, 2:15:24,1.08E+01,   0:03:02.115,9852,0.00E+00,   0:00:00.000,43
35, 4/22/2012, 2:15:30,1.08E+01,   0:03:07.155,9808,0.00E+00,   0:00:00.000,13
36, 4/22/2012, 2:15:35,1.08E+01,   0:03:12.204,9841,0.00E+00,   0:00:00.000,15
37, 4/22/2012, 2:15:40,1.08E+01,   0:03:17.244,9825,0.00E+00,   0:00:00.000,25
38, 4/22/2012, 2:15:45,1.07E+01,   0:03:22.284,9738,0.00E+00,   0:00:00.000,18
39, 4/22/2012, 2:16:54,1.06E+01,   0:03:28.972,9595,0.00E+00,   0:00:00.000,21
40, 4/22/2012, 2:16:59,1.06E+01,   0:03:34.011,9597,0.00E+00,   0:00:00.000,32
41, 4/22/2012, 2:17:04,1.05E+01,   0:03:39.047,9560,0.00E+00,   0:00:00.000,21
42, 4/22/2012, 2:17:09,1.05E+01,   0:03:44.086,9573,0.00E+00,   0:00:00.000,25
43, 4/22/2012, 2:17:14,1.05E+01,   0:03:49.129,9565,0.00E+00,   0:00:00.000,27
44, 4/22/2012, 2:17:19,1.05E+01,   0:03:54.186,9568,0.00E+00,   0:00:00.000,18
