Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1, 4/25/2012, 1:56:21,1.07E+01,   0:00:43.074,9756,0.00E+00,   0:00:00.000,21
2, 4/25/2012, 1:56:26,1.07E+01,   0:00:48.113,9708,0.00E+00,   0:00:00.000,21
3, 4/25/2012, 1:56:32,1.07E+01,   0:00:53.151,9723,0.00E+00,   0:00:00.000,25
4, 4/25/2012, 1:56:37,1.07E+01,   0:00:58.192,9722,0.00E+00,   0:00:00.000,17
5, 4/25/2012, 1:56:42,1.07E+01,   0:01:03.233,9716,0.00E+00,   0:00:00.000,21
6, 4/25/2012, 2:03:57,1.11E+01,   0:01:09.633,10066,0.00E+00,   0:00:00.000,18
7, 4/25/2012, 2:04:02,1.11E+01,   0:01:14.651,10052,0.00E+00,   0:00:00.000,17
8, 4/25/2012, 2:04:07,1.10E+01,   0:01:19.691,10035,0.00E+00,   0:00:00.000,16
9, 4/25/2012, 2:04:12,1.10E+01,   0:01:24.745,10036,0.00E+00,   0:00:00.000,17
10, 4/25/2012, 2:04:17,1.10E+01,   0:01:29.791,10040,0.00E+00,   0:00:00.000,18
11, 4/25/2012, 2:04:22,1.10E+01,   0:01:34.833,10031,0.00E+00,   0:00:00.000,17
12, 4/25/2012, 2:45:42,1.14E+01,   0:01:41.294,10367,0.00E+00,   0:00:00.000,20
13, 4/25/2012, 2:45:47,1.14E+01,   0:01:46.330,10318,0.00E+00,   0:00:00.000,17
14, 4/25/2012, 2:45:52,1.14E+01,   0:01:51.369,10345,0.00E+00,   0:00:00.000,17
15, 4/25/2012, 2:45:57,1.12E+01,   0:01:56.421,10216,0.00E+00,   0:00:00.000,25
16, 4/25/2012, 2:46:02,1.13E+01,   0:02:01.458,10240,0.00E+00,   0:00:00.000,22
17, 4/25/2012, 2:46:07,1.12E+01,   0:02:06.497,10222,0.00E+00,   0:00:00.000,25
18, 4/25/2012, 2:46:12,1.12E+01,   0:02:11.537,10212,0.00E+00,   0:00:00.000,23
19, 4/25/2012, 2:46:17,1.13E+01,   0:02:16.606,10247,0.00E+00,   0:00:00.000,23
20, 4/25/2012, 2:46:22,1.12E+01,   0:02:21.669,10216,0.00E+00,   0:00:00.000,21
21, 4/25/2012, 2:47:00,9.85E+00,   0:02:29.432,8953,0.00E+00,   0:00:00.000,20
22, 4/25/2012, 2:47:06,9.66E+00,   0:02:34.470,8777,0.00E+00,   0:00:00.000,25
23, 4/25/2012, 2:47:11,9.65E+00,   0:02:39.509,8768,0.00E+00,   0:00:00.000,15
24, 4/25/2012, 2:47:16,9.64E+00,   0:02:44.551,8758,0.00E+00,   0:00:00.000,22
25, 4/25/2012, 2:47:21,9.61E+00,   0:02:49.600,8740,0.00E+00,   0:00:00.000,18
26, 4/25/2012, 2:47:26,9.62E+00,   0:02:54.640,8742,0.00E+00,   0:00:00.000,15
27, 4/25/2012, 2:47:31,9.62E+00,   0:02:59.683,8741,0.00E+00,   0:00:00.000,16
28, 4/25/2012, 2:47:36,9.63E+00,   0:03:04.725,8750,0.00E+00,   0:00:00.000,22
29, 4/25/2012, 2:47:41,9.61E+00,   0:03:09.773,8733,0.00E+00,   0:00:00.000,20
30, 4/25/2012, 2:47:46,9.61E+00,   0:03:14.813,8736,0.00E+00,   0:00:00.000,18
31, 4/25/2012, 2:47:51,9.62E+00,   0:03:19.853,8740,0.00E+00,   0:00:00.000,30
32, 4/25/2012, 2:47:56,9.62E+00,   0:03:24.894,8740,0.00E+00,   0:00:00.000,23
33, 4/25/2012, 2:48:01,9.54E+00,   0:03:29.930,8667,0.00E+00,   0:00:00.000,13
34, 4/25/2012, 2:48:06,1.36E+00,   0:03:34.976,1232,0.00E+00,   0:00:00.000,22
35, 4/25/2012, 3:04:50,1.16E+01,   0:03:40.141,10510,0.00E+00,   0:00:00.000,25
36, 4/25/2012, 3:04:55,1.16E+01,   0:03:45.157,10505,0.00E+00,   0:00:00.000,17
37, 4/25/2012, 3:05:00,1.15E+01,   0:03:50.206,10495,0.00E+00,   0:00:00.000,22
38, 4/25/2012, 3:05:05,1.15E+01,   0:03:55.245,10497,0.00E+00,   0:00:00.000,18
39, 4/25/2012, 3:10:20,1.06E+01,   0:04:03.181,9673,0.00E+00,   0:00:00.000,21
40, 4/25/2012, 3:10:25,1.06E+01,   0:04:08.222,9641,0.00E+00,   0:00:00.000,28
