event_num,duration,duration(s),ft_change,ut_change,tank_change,flowmeter,flowmeter-tank,num_max_feces,num_max_urine,urine_first,slope_ratio
1.0,0 days 00:02:00,120.0,2.0399999999999996,0.1999999999999994,2.239999999999999,11.892483333333333,9.652483333333334,2.0,1.0,0.0, 6.572972972972993
2.0,0 days 00:02:03,123.0,8.560000000000002,0.2799999999999991,8.840000000000002,11.135816666666667,2.2958166666666653,1.0,2.0,1.0, 34.81599123767803
3.0,0 days 00:02:23,143.0,2.8660000000000085,0.44900000000000073,3.3150000000000093,20.338403333333332,17.023403333333324,1.0,1.0,0.0, 7.978835978835991
4.0,0 days 00:01:42,102.0,0.5779999999999834,0.056000000000000494,0.6339999999999839,9.65381,9.019810000000016,0.0,0.0,1.0,
5.0,0 days 00:01:11,71.0,0.36000000000001364,0.1629999999999998,0.5230000000000135,5.9055,5.382499999999986,0.0,1.0,1.0,
6.0,0 days 00:00:41,41.0,0.3400000000000052,0.03499999999999903,0.3750000000000042,0.4377633333333334,0.06276333333332917,1.0,0.0,1.0,
7.0,0 days 00:03:22,202.0,9.640000000000004,0.8809999999999973,10.521,16.874693333333333,6.353693333333332,2.0,5.0,0.0, 43.83003404362638 30.698287220026454
8.0,0 days 00:01:12,72.0,0.3799999999999777,0.10699999999999843,0.4869999999999761,4.25054,3.763540000000024,0.0,0.0,1.0,
9.0,0 days 00:03:33,213.0,7.059999999999981,0.6199999999999966,7.6799999999999775,9.664010000000001,1.9840100000000236,2.0,3.0,1.0, 4.104878048780493 19.871616145242264
10.0,0 days 00:01:14,74.0,2.0399999999999565,0.22400000000000198,2.2639999999999585,4.06136,1.7973600000000411,1.0,1.0,1.0, 10.452431289640458
11.0,0 days 00:02:37,157.0,4.476000000000035,0.484,4.960000000000035,10.794903333333334,5.834903333333299,2.0,2.0,1.0, 22.876660341556402 8.800000000000326
12.0,0 days 00:02:15,135.0,0.2099999999999156,0.04000000000000714,0.24999999999992273,5.23564,4.985640000000077,0.0,0.0,0.0,
