Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1, 5/10/2012, 0:57:37,8.63E+00,   0:00:05.499,7841,0.00E+00,   0:00:00.498,20
2, 5/10/2012, 0:57:42,8.58E+00,   0:00:10.524,7798,0.00E+00,   0:00:00.498,17
3, 5/10/2012, 0:57:47,8.58E+00,   0:00:15.561,7796,0.00E+00,   0:00:00.498,26
4, 5/10/2012, 0:57:52,8.45E+00,   0:00:20.601,7678,0.00E+00,   0:00:00.498,23
5, 5/10/2012, 0:57:57,3.56E+00,   0:00:25.640,3232,0.00E+00,   0:00:00.498,25
6, 5/10/2012, 0:58:02,8.94E+00,   0:00:30.699,8128,0.00E+00,   0:00:00.498,16
7, 5/10/2012, 0:58:07,8.90E+00,   0:00:35.737,8085,0.00E+00,   0:00:00.498,33
8, 5/10/2012, 0:58:12,8.89E+00,   0:00:40.775,8077,0.00E+00,   0:00:00.498,21
9, 5/10/2012, 0:58:17,2.86E+00,   0:00:45.812,2596,0.00E+00,   0:00:00.498,18
10, 5/10/2012, 0:58:22,2.83E+00,   0:00:50.862,2575,0.00E+00,   0:00:00.498,26
11, 5/10/2012, 0:58:27,2.78E+00,   0:00:55.904,2527,0.00E+00,   0:00:00.498,18
12, 5/10/2012, 0:58:32,2.75E+00,   0:01:00.923,2501,0.00E+00,   0:00:00.498,17
13, 5/10/2012, 0:58:37,2.76E+00,   0:01:05.939,2505,0.00E+00,   0:00:00.498,20
14, 5/10/2012, 0:58:43,2.75E+00,   0:01:10.987,2505,0.00E+00,   0:00:00.498,17
15, 5/10/2012, 0:58:48,2.73E+00,   0:01:16.036,2482,0.00E+00,   0:00:00.498,21
16, 5/10/2012, 0:58:53,2.74E+00,   0:01:21.090,2491,0.00E+00,   0:00:00.498,22
17, 5/10/2012, 0:58:58,2.73E+00,   0:01:26.129,2485,0.00E+00,   0:00:00.498,17
18, 5/10/2012, 0:59:03,2.74E+00,   0:01:31.169,2487,0.00E+00,   0:00:00.498,20
19, 5/10/2012, 0:59:08,2.67E+00,   0:01:36.209,2428,0.00E+00,   0:00:00.498,16
20, 5/10/2012, 0:59:13,2.71E+00,   0:01:41.258,2460,0.00E+00,   0:00:00.498,22
21, 5/10/2012, 0:59:18,2.73E+00,   0:01:46.304,2478,0.00E+00,   0:00:00.498,23
22, 5/10/2012, 0:59:23,2.72E+00,   0:01:51.349,2470,0.00E+00,   0:00:00.498,18
23, 5/10/2012, 0:59:28,2.72E+00,   0:01:56.389,2468,0.00E+00,   0:00:00.498,25
24, 5/10/2012, 0:59:33,2.70E+00,   0:02:01.430,2455,0.00E+00,   0:00:00.498,25
25, 5/10/2012, 0:59:38,2.70E+00,   0:02:06.481,2458,0.00E+00,   0:00:00.498,18
26, 5/10/2012, 0:59:43,2.69E+00,   0:02:11.519,2448,0.00E+00,   0:00:00.498,17
27, 5/10/2012, 0:59:48,2.69E+00,   0:02:16.559,2441,0.00E+00,   0:00:00.498,18
28, 5/10/2012, 0:59:53,2.69E+00,   0:02:21.599,2442,0.00E+00,   0:00:00.498,22
29, 5/10/2012, 0:59:58,2.68E+00,   0:02:26.648,2435,0.00E+00,   0:00:00.498,18
30, 5/10/2012, 1:00:03,2.69E+00,   0:02:31.696,2448,0.00E+00,   0:00:00.498,21
31, 5/10/2012, 1:00:08,2.68E+00,   0:02:36.767,2433,0.00E+00,   0:00:00.498,25
32, 5/10/2012, 1:00:13,2.68E+00,   0:02:41.809,2437,0.00E+00,   0:00:00.498,18
33, 5/10/2012, 1:00:18,2.56E+00,   0:02:46.849,2328,0.00E+00,   0:00:00.498,22
34, 5/10/2012, 1:00:23,2.64E+00,   0:02:51.900,2402,0.00E+00,   0:00:00.498,18
35, 5/10/2012, 1:00:28,2.67E+00,   0:02:56.937,2431,0.00E+00,   0:00:00.498,21
36, 5/10/2012, 1:00:34,2.67E+00,   0:03:01.978,2425,0.00E+00,   0:00:00.498,18
37, 5/10/2012, 1:00:39,2.66E+00,   0:03:07.020,2420,0.00E+00,   0:00:00.498,22
38, 5/10/2012, 1:00:44,2.66E+00,   0:03:12.065,2420,0.00E+00,   0:00:00.498,21
39, 5/10/2012, 1:00:49,2.66E+00,   0:03:17.117,2422,0.00E+00,   0:00:00.498,18
40, 5/10/2012, 1:00:54,2.63E+00,   0:03:22.157,2392,0.00E+00,   0:00:00.498,18
41, 5/10/2012, 1:00:59,2.64E+00,   0:03:27.197,2401,0.00E+00,   0:00:00.498,22
42, 5/10/2012, 1:01:04,2.63E+00,   0:03:32.234,2391,0.00E+00,   0:00:00.498,18
43, 5/10/2012, 1:01:09,2.64E+00,   0:03:37.272,2397,0.00E+00,   0:00:00.498,23
44, 5/10/2012, 1:01:14,2.66E+00,   0:03:42.322,2416,0.00E+00,   0:00:00.498,22
45, 5/10/2012, 1:01:19,2.64E+00,   0:03:47.362,2403,0.00E+00,   0:00:00.498,21
