Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1,07/04/2012,1:04:11,4.16E+00,0:00:05,3781,0.00E+00,0:00:24,21
2,07/04/2012,1:05:27,4.14E+00,0:00:16,3766,0.00E+00,0:00:26,32
3,07/04/2012,1:19:59,4.39E+00,0:00:22,3956,9.03E-01,0:00:27,822
4,07/04/2012,1:20:04,4.49E+00,0:00:27,4080,0.00E+00,0:00:27,18
5,07/04/2012,1:20:09,1.52E+00,0:00:32,1381,0.00E+00,0:00:28,23
6,07/04/2012,1:20:18,3.32E+00,0:00:41,3007,0.00E+00,0:00:29,25
7,07/04/2012,1:20:23,7.75E+00,0:00:46,7061,0.00E+00,0:00:29,21
8,07/04/2012,1:20:28,7.84E+00,0:00:51,7126,0.00E+00,0:00:31,32
9,07/04/2012,1:20:33,6.26E+00,0:00:56,5722,0.00E+00,0:00:33,22
10,07/04/2012,2:06:29,1.10E+01,0:01:07,9975,0.00E+00,0:00:38,20
11,07/04/2012,2:06:34,1.10E+01,0:01:12,9977,0.00E+00,0:00:38,26
12,07/04/2012,2:06:39,1.10E+01,0:01:17,9975,0.00E+00,0:00:38,20
13,07/04/2012,2:06:44,1.10E+01,0:01:22,9978,0.00E+00,0:00:38,27
14,07/04/2012,2:06:49,1.10E+01,0:01:27,9976,0.00E+00,0:00:38,20
15,07/04/2012,2:06:54,1.10E+01,0:01:32,9981,0.00E+00,0:00:38,18
16,07/04/2012,2:06:59,1.10E+01,0:01:37,9990,0.00E+00,0:00:38,21
17,07/04/2012,2:07:04,1.10E+01,0:01:42,9991,0.00E+00,0:00:38,25
18,07/04/2012,2:07:09,1.10E+01,0:01:47,9982,0.00E+00,0:00:38,20
19,07/04/2012,2:07:14,1.10E+01,0:01:52,9972,0.00E+00,0:00:38,6
20,07/04/2012,2:07:19,1.10E+01,0:01:58,9988,0.00E+00,0:00:38,26
21,07/04/2012,2:07:24,1.10E+01,0:02:03,9976,0.00E+00,0:00:38,22
22,07/04/2012,2:07:29,1.10E+01,0:02:08,9991,0.00E+00,0:00:38,25
23,07/04/2012,2:07:34,1.10E+01,0:02:13,10000,0.00E+00,0:00:38,22
24,07/04/2012,2:07:39,1.10E+01,0:02:18,9991,0.00E+00,0:00:38,20
25,07/04/2012,2:07:44,1.10E+01,0:02:23,9968,0.00E+00,0:00:38,18
26,07/04/2012,2:07:49,1.10E+01,0:02:28,9980,0.00E+00,0:00:38,20
27,07/04/2012,2:07:54,1.10E+01,0:02:33,9976,0.00E+00,0:00:38,18
28,07/04/2012,2:07:59,1.10E+01,0:02:38,9982,0.00E+00,0:00:38,21
29,07/04/2012,2:08:05,1.10E+01,0:02:43,9976,0.00E+00,0:00:38,26
30,07/04/2012,2:53:22,2.13E+00,0:02:50,1917,0.00E+00,0:00:42,447
31,07/04/2012,2:53:49,4.27E+00,0:02:56,3885,0.00E+00,0:00:43,17
32,07/04/2012,2:53:54,4.23E+00,0:03:01,3847,0.00E+00,0:00:43,21
33,07/04/2012,3:01:23,1.03E+01,0:03:10,9382,0.00E+00,0:00:44,18
34,07/04/2012,3:02:54,1.15E+01,0:03:17,10480,0.00E+00,0:00:46,18
35,07/04/2012,3:02:59,1.15E+01,0:03:23,10493,0.00E+00,0:00:46,23
36,07/04/2012,3:03:04,1.15E+01,0:03:28,10491,0.00E+00,0:00:46,25
37,07/04/2012,3:03:09,1.16E+01,0:03:33,10505,0.00E+00,0:00:46,25
38,07/04/2012,3:03:14,1.16E+01,0:03:38,10501,0.00E+00,0:00:46,23
39,07/04/2012,3:03:20,1.16E+01,0:03:43,10505,0.00E+00,0:00:46,20
40,07/04/2012,3:03:25,2.01E+00,0:03:48,1771,1.48E+00,0:00:47,1350
41,07/04/2012,3:13:51,1.20E+01,0:03:53,10943,0.00E+00,0:00:50,23
42,07/04/2012,3:13:56,1.18E+01,0:03:58,10687,0.00E+00,0:00:50,21
43,07/04/2012,3:14:01,1.20E+01,0:04:03,10875,0.00E+00,0:00:50,17
