event_num,duration,duration(s),ft_change,ut_change,tank_change,flowmeter,flowmeter-tank,num_max_feces,num_max_urine,urine_first,slope_ratio
1.0,0 days 00:05:16,316.0,16.029000000000003,2.2,18.229000000000003,24.830166666666663,6.601166666666661,5.0,3.0,1.0, 3.6618911174785103 27.950684931506864 26.514705882352928
2.0,0 days 00:06:15,375.0,17.149,1.06,18.209,17.266803333333332,-0.9421966666666677,6.0,2.0,0.0, 33.10038610038612 76.57990867579899
3.0,0 days 00:01:57,117.0,0.5300000000000011,0.13000000000000034,0.6600000000000015,2.3385233333333333,1.6785233333333318,1.0,1.0,0.0, 3.8260869565217885
4.0,0 days 00:04:47,287.0,6.4040000000000035,0.7699999999999996,7.174000000000003,16.43949,9.265489999999996,2.0,3.0,0.0, 2.5932432432432506 5.822884012539191
5.0,0 days 00:02:34,154.0,5.609999999999999,0.45999999999999996,6.069999999999999,6.597846666666667,0.5278466666666679,2.0,2.0,0.0, 20.2631578947369 7.849397590361411
6.0,0 days 00:01:12,72.0,0.7010000000000147,0.09999999999999964,0.8010000000000144,0.03847,-0.7625300000000144,1.0,1.0,0.0, 7.430232558139543
7.0,0 days 00:03:18,198.0,5.030000000000001,0.7599999999999998,5.790000000000001,6.544523333333333,0.7545233333333323,2.0,2.0,1.0, 6.949409780775719 4.1266666666667025
8.0,0 days 00:02:20,140.0,3.0,0.4299999999999997,3.4299999999999997,1.2135699999999998,-2.21643,0.0,2.0,0.0,
9.0,0 days 00:07:12,432.0,26.19999999999999,3.2199999999999998,29.419999999999987,49.60935666666667,20.189356666666683,7.0,7.0,0.0, 10.0445544554456 8.246478873239413 8.837772397094456 10.142241379310411 15.969512195122064 9.145343777197558 3.8386308068459853
10.0,0 days 00:02:53,173.0,2.0,0.3200000000000003,2.3200000000000003,6.993706666666666,4.673706666666666,1.0,2.0,1.0, 4.057142857142927
11.0,0 days 00:06:18,378.0,10.200000000000017,1.0300000000000011,11.230000000000018,11.582453333333333,0.3524533333333153,2.0,6.0,0.0, 2.9106796116504867 5.393181818181808
12.0,0 days 00:06:25,385.0,5.6200000000000045,0.6049999999999986,6.225000000000003,8.119629999999999,1.8946299999999958,2.0,3.0,1.0, 9.831858407079645 11.099999999999525
13.0,0 days 00:01:17,77.0,0.29999999999999716,0.3100000000000005,0.6099999999999977,4.263273333333334,3.6532733333333365,1.0,1.0,1.0, 0.8580645161290481
14.0,0 days 00:06:31,391.0,7.840000000000003,0.9299999999999997,8.770000000000003,5.095149999999999,-3.6748500000000037,2.0,2.0,0.0, 13.53956834532367 7.000000000000049
15.0,0 days 00:03:00,180.0,4.5,0.5300000000000029,5.030000000000003,6.208066666666666,1.1780666666666635,3.0,3.0,0.0, 7.133333333333457 14.854700854700738 5.990654205607433
16.0,0 days 00:03:34,214.0,8.95999999999998,0.4469999999999956,9.406999999999975,9.95826,0.5512600000000241,3.0,3.0,1.0, 6.729729729729726 30.925170068027015 32.603773584905866
17.0,0 days 00:02:46,166.0,4.480000000000004,0.5800000000000018,5.060000000000006,9.632306666666667,4.572306666666661,2.0,2.0,1.0, 11.827160493827645 7.673796791443813
18.0,0 days 00:02:30,150.0,2.4000000000000057,0.5700000000000003,2.970000000000006,2.0792666666666664,-0.8907333333333396,2.0,2.0,0.0, 3.4482758620688867 7.707865168539204
19.0,0 days 00:02:05,125.0,2.9000000000000057,0.41999999999999993,3.3200000000000056,1.81993,-1.5000700000000056,0.0,0.0,0.0,
