Record,Date,UTC Time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
       314, 7/27/2012, 6:01:31,   1.051931E+01,   0:27:47.250,  9561,   0.000000E+00,   0:01:06.059,    23
       315, 7/27/2012, 6:01:36,   1.052701E+01,   0:27:52.289,  9568,   0.000000E+00,   0:01:06.059,    22
       316, 7/27/2012, 6:01:41,   1.051931E+01,   0:27:57.351,  9560,   0.000000E+00,   0:01:06.059,    22
       317, 7/27/2012, 6:01:46,   1.050501E+01,   0:28:02.388,  9548,   0.000000E+00,   0:01:06.059,    23
       318, 7/27/2012, 6:01:51,   1.051381E+01,   0:28:07.433,  9556,   0.000000E+00,   0:01:06.059,    25
       319, 7/27/2012, 6:01:56,   1.051271E+01,   0:28:12.504,  9555,   0.000000E+00,   0:01:06.059,    25
       320, 7/27/2012, 6:02:01,   1.049950E+01,   0:28:17.526,  9543,   0.000000E+00,   0:01:06.059,    23
       321, 7/27/2012, 6:02:06,   1.051491E+01,   0:28:22.545,  9557,   0.000000E+00,   0:01:06.059,    27
       322, 7/27/2012, 6:02:11,   1.050721E+01,   0:28:27.559,  9550,   0.000000E+00,   0:01:06.059,    22
       323, 7/27/2012, 6:02:16,   1.051601E+01,   0:28:32.593,  9557,   0.000000E+00,   0:01:06.059,    22
       324, 7/27/2012, 6:02:21,   1.051931E+01,   0:28:37.612,  9561,   0.000000E+00,   0:01:06.059,    20
       325, 7/27/2012, 6:02:26,   1.051931E+01,   0:28:42.630,  9561,   0.000000E+00,   0:01:06.059,    28
       326, 7/27/2012, 6:04:15,   1.035537E+01,   0:28:54.476,  9412,   0.000000E+00,   0:01:07.833,    30
       327, 7/27/2012, 6:04:20,   7.846848E+00,   0:28:59.496,  7132,   6.107206E-01,   0:01:07.899,   562
       328, 7/27/2012, 6:04:38,   1.010122E+01,   0:29:05.187,  9181,   0.000000E+00,   0:01:09.952,    30
