Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1, 4/23/2012, 1:46:34,1.05E+01,   0:19:27.125,9520,0.00E+00,   0:00:00.000,16
2, 4/23/2012, 1:46:39,1.05E+01,   0:19:32.143,9511,0.00E+00,   0:00:00.000,18
3, 4/23/2012, 1:46:44,1.04E+01,   0:19:37.181,9498,0.00E+00,   0:00:00.000,21
4, 4/23/2012, 1:46:49,1.05E+01,   0:19:42.220,9512,0.00E+00,   0:00:00.000,25
5, 4/23/2012, 1:46:55,1.05E+01,   0:19:47.261,9502,0.00E+00,   0:00:00.000,18
6, 4/23/2012, 1:47:00,1.04E+01,   0:19:52.310,9493,0.00E+00,   0:00:00.000,18
7, 4/23/2012, 1:47:05,1.05E+01,   0:19:57.352,9505,0.00E+00,   0:00:00.000,25
8, 4/23/2012, 1:47:10,1.05E+01,   0:20:02.401,9541,0.00E+00,   0:00:00.000,21
9, 4/23/2012, 1:47:15,1.04E+01,   0:20:07.440,9481,0.00E+00,   0:00:00.000,22
10, 4/23/2012, 1:47:20,1.05E+01,   0:20:12.492,9523,0.00E+00,   0:00:00.000,23
11, 4/23/2012, 1:47:59,5.44E+00,   0:20:21.776,4942,0.00E+00,   0:00:00.000,16
12, 4/23/2012, 1:48:04,5.57E+00,   0:20:26.816,5066,0.00E+00,   0:00:00.000,18
13, 4/23/2012, 1:48:09,5.56E+00,   0:20:31.855,5052,0.00E+00,   0:00:00.000,21
14, 4/23/2012, 1:48:14,5.52E+00,   0:20:36.891,5021,0.00E+00,   0:00:00.000,16
15, 4/23/2012, 1:48:19,5.48E+00,   0:20:41.942,4980,0.00E+00,   0:00:00.000,21
16, 4/23/2012, 1:56:18,1.01E+01,   0:20:47.858,9187,0.00E+00,   0:00:00.000,20
17, 4/23/2012, 1:56:23,1.00E+01,   0:20:52.899,9112,0.00E+00,   0:00:00.000,21
18, 4/23/2012, 1:56:28,1.00E+01,   0:20:57.937,9118,0.00E+00,   0:00:00.000,26
19, 4/23/2012, 1:56:33,1.08E+01,   0:21:02.976,9780,0.00E+00,   0:00:00.000,23
20, 4/23/2012, 1:57:37,1.07E+01,   0:21:09.643,9708,0.00E+00,   0:00:00.000,18
21, 4/23/2012, 1:57:42,1.08E+01,   0:21:14.682,9776,0.00E+00,   0:00:00.000,20
22, 4/23/2012, 1:57:47,1.08E+01,   0:21:19.719,9775,0.00E+00,   0:00:00.000,20
23, 4/23/2012, 1:57:52,1.08E+01,   0:21:24.760,9777,0.00E+00,   0:00:00.000,20
24, 4/23/2012, 1:57:57,1.08E+01,   0:21:29.798,9773,0.00E+00,   0:00:00.000,23
25, 4/23/2012, 1:58:02,1.07E+01,   0:21:34.846,9767,0.00E+00,   0:00:00.000,23
26, 4/23/2012, 2:10:29,4.08E+00,   0:21:53.522,3708,0.00E+00,   0:00:00.000,23
27, 4/23/2012, 2:10:43,4.28E+00,   0:22:05.440,3887,0.00E+00,   0:00:00.000,21
28, 4/23/2012, 2:10:57,1.08E+01,   0:22:15.344,9855,0.00E+00,   0:00:00.000,21
29, 4/23/2012, 2:11:02,1.08E+01,   0:22:20.365,9847,0.00E+00,   0:00:00.000,25
30, 4/23/2012, 2:11:07,1.08E+01,   0:22:25.404,9840,0.00E+00,   0:00:00.000,20
31, 4/23/2012, 2:28:28,1.00E+01,   0:22:34.085,9120,0.00E+00,   0:00:00.000,21
32, 4/23/2012, 2:28:33,9.82E+00,   0:22:39.125,8927,0.00E+00,   0:00:00.000,25
33, 4/23/2012, 2:28:38,9.96E+00,   0:22:44.165,9050,0.00E+00,   0:00:00.000,18
34, 4/23/2012, 2:28:43,1.00E+01,   0:22:49.213,9106,0.00E+00,   0:00:00.000,18
35, 4/23/2012, 2:29:43,1.00E+01,   0:22:57.616,9110,0.00E+00,   0:00:00.000,21
36, 4/23/2012, 2:29:48,9.83E+00,   0:23:02.665,8936,0.00E+00,   0:00:00.000,23
37, 4/23/2012, 2:29:53,9.84E+00,   0:23:07.705,8940,0.00E+00,   0:00:00.000,21
38, 4/23/2012, 2:29:58,9.75E+00,   0:23:12.742,8860,0.00E+00,   0:00:00.000,18
39, 4/23/2012, 2:30:03,9.96E+00,   0:23:17.788,9053,0.00E+00,   0:00:00.000,21
40, 4/23/2012, 2:30:08,9.97E+00,   0:23:22.827,9063,0.00E+00,   0:00:00.000,21
41, 4/23/2012, 2:30:13,1.00E+01,   0:23:27.867,9086,0.00E+00,   0:00:00.000,22
42, 4/23/2012, 2:30:18,9.95E+00,   0:23:32.907,9048,0.00E+00,   0:00:00.000,22
43, 4/23/2012, 2:30:23,9.98E+00,   0:23:37.950,9073,0.00E+00,   0:00:00.000,22
44, 4/23/2012, 2:30:28,9.97E+00,   0:23:43.002,9065,0.00E+00,   0:00:00.000,21
45, 4/23/2012, 2:30:33,9.95E+00,   0:23:48.039,9045,0.00E+00,   0:00:00.000,25
46, 4/23/2012, 2:30:38,9.97E+00,   0:23:53.104,9066,0.00E+00,   0:00:00.000,20
