Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG
1, 5/04/2012, 0:57:28,1.03E+01,   0:00:05.002,9356,0.00E+00,   0:00:00.000,21
2, 5/04/2012, 0:57:33,1.05E+01,   0:00:10.022,9513,0.00E+00,   0:00:00.000,23
3, 5/04/2012, 0:57:38,1.05E+01,   0:00:15.061,9520,0.00E+00,   0:00:00.000,22
4, 5/04/2012, 0:57:43,1.04E+01,   0:00:20.100,9495,0.00E+00,   0:00:00.000,22
5, 5/04/2012, 0:57:48,1.04E+01,   0:00:25.140,9492,0.00E+00,   0:00:00.000,20
6, 5/04/2012, 0:57:53,1.04E+01,   0:00:30.194,9455,0.00E+00,   0:00:00.000,18
7, 5/04/2012, 0:57:58,1.04E+01,   0:00:35.239,9475,0.00E+00,   0:00:00.000,20
8, 5/04/2012, 0:58:03,1.04E+01,   0:00:40.278,9463,0.00E+00,   0:00:00.000,25
9, 5/04/2012, 0:58:08,1.04E+01,   0:00:45.317,9473,0.00E+00,   0:00:00.000,21
10, 5/04/2012, 0:58:13,1.04E+01,   0:00:50.365,9476,0.00E+00,   0:00:00.000,27
11, 5/04/2012, 0:58:18,1.01E+01,   0:00:55.402,9216,0.00E+00,   0:00:00.000,20
12, 5/04/2012, 0:58:23,1.02E+01,   0:01:00.469,9235,0.00E+00,   0:00:00.000,23
13, 5/04/2012, 0:58:28,1.02E+01,   0:01:05.512,9258,0.00E+00,   0:00:00.000,21
14, 5/04/2012, 0:58:33,1.01E+01,   0:01:10.552,9207,0.00E+00,   0:00:00.000,20
15, 5/04/2012, 0:58:39,1.01E+01,   0:01:15.612,9217,0.00E+00,   0:00:00.000,20
16, 5/04/2012, 0:58:44,1.01E+01,   0:01:20.653,9203,0.00E+00,   0:00:00.000,18
17, 5/04/2012, 1:01:24,9.54E+00,   0:01:28.114,8672,0.00E+00,   0:00:00.000,21
18, 5/04/2012, 1:01:29,9.53E+00,   0:01:33.136,8658,0.00E+00,   0:00:00.000,17
19, 5/04/2012, 1:01:34,9.50E+00,   0:01:38.176,8636,0.00E+00,   0:00:00.000,20
20, 5/04/2012, 1:01:39,9.49E+00,   0:01:43.221,8630,0.00E+00,   0:00:00.000,22
21, 5/04/2012, 1:01:44,9.51E+00,   0:01:48.270,8646,0.00E+00,   0:00:00.000,21
22, 5/04/2012, 1:01:49,5.77E+00,   0:01:53.315,5241,0.00E+00,   0:00:00.000,22
23, 5/04/2012, 1:01:55,1.08E+01,   0:01:58.354,9850,0.00E+00,   0:00:00.000,23
24, 5/04/2012, 1:02:00,1.09E+01,   0:02:03.394,9872,0.00E+00,   0:00:00.000,18
25, 5/04/2012, 1:02:05,1.08E+01,   0:02:08.440,9776,0.00E+00,   0:00:00.000,22
26, 5/04/2012, 1:02:10,4.70E+00,   0:02:13.479,4253,0.00E+00,   0:00:00.000,23
27, 5/04/2012, 1:11:21,1.02E+01,   0:02:20.580,9311,0.00E+00,   0:00:00.000,23
28, 5/04/2012, 1:11:26,1.02E+01,   0:02:25.595,9265,0.00E+00,   0:00:00.000,18
29, 5/04/2012, 1:11:31,1.02E+01,   0:02:30.677,9250,0.00E+00,   0:00:00.000,22
30, 5/04/2012, 1:11:36,1.02E+01,   0:02:35.716,9243,0.00E+00,   0:00:00.000,23
31, 5/04/2012, 1:11:41,1.02E+01,   0:02:40.755,9236,0.00E+00,   0:00:00.000,23
32, 5/04/2012, 1:11:46,1.02E+01,   0:02:45.800,9243,0.00E+00,   0:00:00.000,25
33, 5/04/2012, 1:11:51,1.02E+01,   0:02:50.837,9237,0.00E+00,   0:00:00.000,21
34, 5/04/2012, 1:11:57,1.02E+01,   0:02:55.888,9232,0.00E+00,   0:00:00.000,21
35, 5/04/2012, 1:12:02,1.02E+01,   0:03:00.927,9231,0.00E+00,   0:00:00.000,25
36, 5/04/2012, 1:13:40,1.03E+01,   0:03:10.269,9320,0.00E+00,   0:00:00.000,21
37, 5/04/2012, 1:13:45,1.05E+01,   0:03:15.317,9537,0.00E+00,   0:00:00.000,16
