Record,date,time,STALL1,STALL1,STALL1 DIG,DUKE,DUKE,DUKE DIG,,,
270,7/25/2012,5:29:29,10.6,0:24:37,9638,0.00E+00,0:01:40,25,14:24:03,,
271,7/25/2012,5:29:34,10.9,0:24:42,9937,0.00E+00,0:01:40,23,14:24:08,,
272,7/25/2012,5:29:39,10.9,0:24:47,9911,0.00E+00,0:01:40,22,14:24:13,,
273,7/25/2012,5:30:45,11.3,0:24:56,10262,0.00E+00,0:01:41,21,14:25:19,,
274,7/25/2012,5:30:50,11.3,0:25:01,10262,0.00E+00,0:01:41,25,14:25:24,,
275,7/25/2012,5:30:55,11.3,0:25:06,10240,0.00E+00,0:01:41,28,14:25:29,,
276,7/25/2012,5:31:00,11.3,0:25:11,10276,0.00E+00,0:01:41,27,14:25:34,,
277,7/25/2012,5:31:06,0,0:25:16,190,8.18E-01,0:01:42,745,14:25:40,,
278,7/25/2012,5:51:23,1.45,0:25:21,1317,0.00E+00,0:01:44,23,14:45:57,,
279,7/25/2012,5:51:28,1.97,0:25:26,1790,0.00E+00,0:01:44,23,14:46:02,,
280,7/25/2012,5:51:42,3.7,0:25:34,3365,0.00E+00,0:01:44,21,14:46:16,,
281,7/25/2012,5:51:47,3.33,0:25:39,3022,0.00E+00,0:01:44,25,14:46:21,,
282,7/25/2012,5:51:52,2.58,0:25:44,2345,0.00E+00,0:01:44,30,14:46:26,,
283,7/25/2012,5:51:57,2.67,0:25:49,2426,0.00E+00,0:01:44,25,14:46:31,,
284,7/25/2012,5:52:02,3.3,0:25:54,3000,0.00E+00,0:01:44,23,14:46:36,,
285,7/25/2012,5:52:07,3.23,0:25:59,2933,0.00E+00,0:01:44,25,14:46:41,,
286,7/25/2012,5:52:12,0.53,0:26:04,481,0.00E+00,0:01:44,25,14:46:46,,
287,7/25/2012,5:52:18,3.68,0:26:09,3348,0.00E+00,0:01:44,22,14:46:52,,
288,7/25/2012,5:52:23,3.71,0:26:14,3370,0.00E+00,0:01:44,23,14:46:57,,
289,7/25/2012,5:52:28,3.44,0:26:19,3120,0.00E+00,0:01:44,21,14:47:02,,
290,7/25/2012,5:52:33,3.44,0:26:24,3123,0.00E+00,0:01:44,23,14:47:07,,
291,7/25/2012,5:52:38,3.57,0:26:29,3242,0.00E+00,0:01:44,21,14:47:12,,
292,7/25/2012,5:57:03,10.3,0:26:40,9346,0.00E+00,0:01:46,23,14:51:37,,
293,7/25/2012,5:57:08,10.6,0:26:45,9631,0.00E+00,0:01:46,25,14:51:42,,
294,7/25/2012,5:57:13,10.5,0:26:50,9543,0.00E+00,0:01:46,23,14:51:47,,
295,7/25/2012,5:57:18,0,0:26:55,188,8.58E-01,0:01:47,777,14:51:52,,
296,7/25/2012,5:57:33,11.1,0:27:00,10126,0.00E+00,0:01:48,20,14:52:07,,
297,7/25/2012,5:57:38,2.59,0:27:05,2351,1.29E+00,0:01:48,1175,14:52:12,,
298,7/25/2012,6:17:44,10.7,0:27:10,9685,0.00E+00,0:01:51,22,15:12:18,,
299,7/25/2012,6:17:52,10.9,0:27:16,9883,0.00E+00,0:01:53,25,15:12:26,,
300,7/25/2012,6:17:57,10.8,0:27:21,9860,0.00E+00,0:01:53,31,15:12:31,,
301,7/25/2012,6:18:02,0.93,0:27:26,818,1.14E+00,0:01:53,1038,15:12:36,,
302,7/25/2012,6:18:17,10.6,0:27:31,9676,0.00E+00,0:01:55,25,15:12:51,,
303,7/25/2012,6:18:22,10.6,0:27:36,9673,0.00E+00,0:01:55,21,15:12:56,,
304,7/25/2012,6:18:33,10.5,0:27:43,9516,0.00E+00,0:01:57,26,15:13:07,,
305,7/25/2012,6:18:38,10.4,0:27:48,9491,0.00E+00,0:01:57,21,15:13:12,,
306,7/25/2012,6:18:43,1.96,0:27:53,1777,1.24E+00,0:01:58,1128,15:13:17,,
307,7/25/2012,6:18:56,9.31,0:27:58,8466,0.00E+00,0:01:59,23,15:13:30,,
308,7/25/2012,6:19:01,9.35,0:28:03,8496,0.00E+00,0:01:59,26,15:13:35,,
309,7/25/2012,6:23:16,10.2,0:28:12,9277,0.00E+00,0:02:01,25,15:17:50,,
310,7/25/2012,6:23:21,10.1,0:28:17,9182,0.00E+00,0:02:01,21,15:17:55,,
311,7/25/2012,6:23:26,10.1,0:28:22,9188,0.00E+00,0:02:01,25,15:18:00,,
312,7/25/2012,6:23:31,10.1,0:28:27,9190,0.00E+00,0:02:01,21,15:18:05,,
313,7/25/2012,6:23:36,10.1,0:28:32,9183,0.00E+00,0:02:01,23,15:18:10,,
314,7/25/2012,6:23:41,10.1,0:28:37,9190,0.00E+00,0:02:01,18,15:18:15,,
315,7/25/2012,6:23:46,3.49,0:28:42,3120,1.00E+00,0:02:02,921,15:18:20,,
316,7/25/2012,6:25:44,3.5,0:28:47,3182,0.00E+00,0:02:03,22,15:20:18,,
317,7/25/2012,6:25:49,3.39,0:28:52,3085,0.00E+00,0:02:03,26,15:20:23,,
318,7/25/2012,6:25:54,3.35,0:28:57,3045,0.00E+00,0:02:03,23,15:20:28,,
319,7/25/2012,6:25:59,3.32,0:29:02,3022,0.00E+00,0:02:03,23,15:20:33,,
320,7/25/2012,6:26:04,3.3,0:29:07,3001,0.00E+00,0:02:03,23,15:20:38,,
321,7/25/2012,6:26:09,3.29,0:29:12,2986,0.00E+00,0:02:03,21,15:20:43,,
322,7/25/2012,6:26:14,3.28,0:29:17,2981,0.00E+00,0:02:03,25,15:20:48,,
323,7/25/2012,6:26:19,3.28,0:29:22,2978,0.00E+00,0:02:03,26,15:20:53,,
324,7/25/2012,6:28:14,11.3,0:29:31,10231,0.00E+00,0:02:04,21,15:22:48,,
325,7/25/2012,6:28:19,11.2,0:29:36,10213,0.00E+00,0:02:04,26,15:22:53,,
326,7/25/2012,6:28:24,11.1,0:29:41,10123,0.00E+00,0:02:04,22,15:22:58,,
327,7/25/2012,6:28:52,10.5,0:29:48,9506,0.00E+00,0:02:05,27,15:23:26,,
328,7/25/2012,6:28:57,10.6,0:29:53,9607,0.00E+00,0:02:05,22,15:23:31,,
329,7/25/2012,6:29:19,3.75,0:30:02,3408,0.00E+00,0:02:07,20,15:23:53,,
330,7/25/2012,6:29:26,3.7,0:30:09,3365,0.00E+00,0:02:08,23,15:24:00,,
331,7/25/2012,6:29:34,3.97,0:30:17,3607,0.00E+00,0:02:08,23,15:24:08,,
332,7/25/2012,6:29:47,3.85,0:30:23,3496,0.00E+00,0:02:08,23,15:24:21,,
333,7/25/2012,6:30:40,1.19,0:30:51,1082,0.00E+00,0:02:09,411,15:25:14,,
334,7/25/2012,6:30:57,3.12,0:31:01,2832,0.00E+00,0:02:10,23,15:25:31,,
335,7/25/2012,6:31:10,3.93,0:31:11,3572,1.12E+00,0:02:11,1018,15:25:44,,
336,7/25/2012,6:32:17,11,0:31:19,10016,0.00E+00,0:02:14,35,15:26:51,,
337,7/25/2012,6:32:22,10.9,0:31:24,9875,0.00E+00,0:02:14,22,15:26:56,,
338,7/25/2012,6:32:27,10.9,0:31:29,9863,0.00E+00,0:02:14,21,15:27:01,,
339,7/25/2012,6:32:32,10.9,0:31:34,9865,0.00E+00,0:02:14,26,15:27:06,,
340,7/25/2012,6:32:37,11,0:31:39,9956,0.00E+00,0:02:14,22,15:27:11,,
341,7/25/2012,6:32:42,0,0:31:44,160,1.48E+00,0:02:16,1328,15:27:16,,
342,7/25/2012,6:33:26,3.38,0:31:53,3073,0.00E+00,0:02:16,20,15:28:00,,
343,7/25/2012,6:33:31,2.68,0:31:58,2433,0.00E+00,0:02:16,21,15:28:05,,
344,7/25/2012,6:33:38,3.66,0:32:04,3323,0.00E+00,0:02:17,21,15:28:12,,
345,7/25/2012,6:34:08,3.61,0:32:11,3285,0.00E+00,0:02:17,22,15:28:42,,
346,7/25/2012,6:34:21,1.37,0:32:23,1247,0.00E+00,0:02:17,31,15:28:55,,
347,7/25/2012,6:34:26,3.58,0:32:28,3252,0.00E+00,0:02:18,30,15:29:00,,
348,7/25/2012,6:35:10,0.6,0:32:43,528,6.73E-01,0:02:19,615,15:29:44,,
349,7/25/2012,6:36:23,1.92,0:33:02,1732,0.00E+00,0:02:20,366,15:30:57,,
350,7/25/2012,6:37:00,1.78,0:33:16,1617,0.00E+00,0:02:20,26,15:31:34,,
351,7/25/2012,6:37:08,3.54,0:33:21,3220,0.00E+00,0:02:20,21,15:31:42,,
352,7/25/2012,6:37:16,3.13,0:33:30,2842,0.00E+00,0:02:20,27,15:31:50,,
353,7/25/2012,6:37:25,3.77,0:33:38,3425,0.00E+00,0:02:21,21,15:31:59,,
354,7/25/2012,6:37:30,3.47,0:33:43,3156,0.00E+00,0:02:21,21,15:32:04,,
355,7/25/2012,6:37:56,11.1,0:33:53,10115,0.00E+00,0:02:22,25,15:32:30,,
356,7/25/2012,6:38:01,11.2,0:33:58,10151,0.00E+00,0:02:22,26,15:32:35,,
357,7/25/2012,6:38:06,11.1,0:34:03,10048,0.00E+00,0:02:22,22,15:32:40,,
358,7/25/2012,6:38:11,11.1,0:34:08,10063,0.00E+00,0:02:22,21,15:32:45,,
359,7/25/2012,6:38:16,11.1,0:34:13,10050,0.00E+00,0:02:22,23,15:32:50,,
360,7/25/2012,6:38:21,5.67,0:34:18,5175,5.35E-01,0:02:23,487,15:32:55,,
