event_num,duration,duration(s),ft_change,ut_change,tank_change,flowmeter,flowmeter-tank,num_max_feces,num_max_urine,urine_first,slope_ratio
1.0,0 days 00:03:56,236.0,4.06,0.2399999999999996,4.299999999999999,8.633603333333333,4.333603333333334,2.0,1.0,0.0, 7.594109195402308
2.0,0 days 00:06:04,364.0,5.9460000000000015,0.7799999999999994,6.726000000000001,37.45751333333334,30.73151333333334,6.0,4.0,0.0, 7.982600732600748 6.9384615384615485 6.194892473118267 7.934888241010648
3.0,0 days 00:01:05,65.0,0.060000000000002274,0.0840000000000003,0.14400000000000257,8.323889999999999,8.179889999999997,0.0,1.0,0.0,
4.0,0 days 00:02:58,178.0,5.822000000000022,0.3369999999999993,6.159000000000022,7.217693333333333,1.058693333333311,2.0,1.0,1.0, 20.94444444444439
5.0,0 days 00:01:28,88.0,4.56600000000001,0.6580000000000013,5.224000000000011,6.948736666666667,1.7247366666666561,1.0,2.0,0.0, 31.639762107051737
6.0,0 days 00:01:27,87.0,3.3399999999999714,0.26999999999999647,3.609999999999968,3.765773333333333,0.1557733333333653,2.0,2.0,1.0, 0.9659863945578212 61.10638297872667
7.0,0 days 00:01:05,65.0,3.9599999999999866,0.3889999999999958,4.348999999999982,4.050376666666667,-0.2986233333333157,0.0,1.0,0.0,
8.0,0 days 00:01:54,114.0,1.7999999999999794,0.32999999999999874,2.129999999999978,8.508386666666665,6.378386666666687,0.0,1.0,0.0,
9.0,0 days 00:02:48,168.0,0.5000000000000107,0.12800000000000678,0.6280000000000174,4.30429,3.6762899999999825,0.0,1.0,0.0,
10.0,0 days 00:01:56,116.0,3.4799999999999294,0.2729999999999948,3.752999999999924,8.353483333333333,4.600483333333409,2.0,2.0,1.0, 1.1362318840578312 24.245454545454145
11.0,0 days 00:01:23,83.0,2.989999999999995,0.3720000000000052,3.362,3.0523266666666666,-0.30967333333333347,0.0,2.0,0.0,
12.0,0 days 00:02:23,143.0,2.5800000000000054,0.23700000000000365,2.817000000000009,11.826623333333334,9.009623333333325,1.0,1.0,0.0, 13.968858131487638
13.0,0 days 00:02:00,120.0,7.119999999999948,0.24600000000000044,7.365999999999948,9.388083333333334,2.022083333333386,2.0,2.0,1.0, 23.166003829724442 32.53061224489818
14.0,0 days 00:02:55,175.0,2.5399999999998784,0.19600000000000062,2.735999999999879,11.759766666666666,9.023766666666788,1.0,1.0,1.0, 15.223880597015224
15.0,0 days 00:01:14,74.0,4.219999999999928,0.2389999999999981,4.458999999999926,5.926456666666667,1.4674566666667408,0.0,1.0,0.0,
