event_num,duration,duration(s),ft_change,ut_change,tank_change,flowmeter,flowmeter-tank,num_max_feces,num_max_urine,urine_first,slope_ratio
1.0,0 days 00:02:00,120.0,2.4000000000000004,0.5200000000000001,2.9200000000000004,6.071299999999999,3.1512999999999987,2.0,2.0,1.0, 4.004960317460315 18.4074074074074
2.0,0 days 00:02:08,128.0,1.0999999999999952,0.53,1.6299999999999952,1.8157333333333332,0.18573333333333797,1.0,2.0,1.0, 1.2212521825891767
3.0,0 days 00:01:49,109.0,3.796000000000004,0.4500000000000006,4.246000000000004,4.41394,0.1679399999999962,1.0,2.0,1.0, 38.51594706009981
4.0,0 days 00:03:01,181.0,0.9599999999999946,0.26999999999999824,1.2299999999999929,15.37102333333333,14.141023333333337,2.0,1.0,1.0, 2.213304797574449
5.0,0 days 00:05:11,311.0,10.757999999999988,1.0609999999999955,11.818999999999985,30.61562666666667,18.796626666666686,6.0,5.0,0.0, 3.7417582417582045 10.108108108107999 9.073001508295741 6.3098609041232425 7.20391705069133
6.0,0 days 00:04:31,271.0,4.499999999999989,0.48999999999999844,4.989999999999988,17.198526666666666,12.208526666666678,3.0,2.0,1.0, 4.086538461538742 11.818181818181811
7.0,0 days 00:01:57,117.0,4.379999999999924,0.3200000000000012,4.699999999999926,8.298826666666667,3.5988266666667412,1.0,2.0,0.0, 22.42424242424284
8.0,0 days 00:01:33,93.0,4.623999999999967,0.6599999999999993,5.283999999999966,4.4540066666666664,-0.8299933333332996,1.0,2.0,0.0, 15.17284959416023
9.0,0 days 00:02:04,124.0,3.1399999999999793,0.5199999999999978,3.659999999999977,5.762416666666667,2.1024166666666897,1.0,2.0,1.0, 18.20892824868956
10.0,0 days 00:01:26,86.0,0.040000000000020464,0.05000000000000426,0.09000000000002473,8.71775,8.627749999999976,0.0,0.0,1.0,
11.0,0 days 00:01:35,95.0,3.142000000000003,0.35699999999999754,3.4990000000000006,4.350176666666666,0.8511766666666656,0.0,2.0,1.0,
12.0,0 days 00:01:57,117.0,3.1820000000000164,0.5499999999999892,3.7320000000000055,4.193936666666667,0.4619366666666611,1.0,2.0,0.0, 27.967893910312362
13.0,0 days 00:01:51,111.0,4.339999999999989,0.3800000000000008,4.71999999999999,5.327273333333333,0.6072733333333433,0.0,2.0,1.0,
